prefix,reference,entity
local-authority-eng,Q72980961,28
local-authority,AMB,28
local-authority,E07000032,28
local-authority,Q72980961,28
wikidata,Q72980961,28
billing-authority,E1031,28
addressbase-custodian,1005,28
statistical-geography,E07000032,28
local-authority-eng,ARU,29
local-authority-eng,Q72980967,29
local-authority,ARU,29
local-authority,E07000224,29
local-authority,Q72980967,29
wikidata,Q72980967,29
billing-authority,E3832,29
addressbase-custodian,3810,29
statistical-geography,E07000224,29
local-authority-eng,ASF,30
local-authority-eng,Q55098926,30
local-authority,ASF,30
local-authority,E07000105,30
local-authority,Q55098926,30
wikidata,Q55098926,30
billing-authority,E2231,30
addressbase-custodian,2205,30
statistical-geography,E07000105,30
local-authority-eng,ASH,31
local-authority-eng,Q73038329,31
local-authority,ASH,31
local-authority,E07000170,31
local-authority,Q73038329,31
wikidata,Q73038329,31
billing-authority,E3031,31
addressbase-custodian,3005,31
statistical-geography,E07000170,31
local-authority-eng,AYL,32
local-authority-eng,Q61995983,32
local-authority,AYL,32
local-authority,E07000004,32
local-authority,Q61995983,32
wikidata,Q61995983,32
billing-authority,E0431,32
addressbase-custodian,405,32
statistical-geography,E07000004,32
local-authority-eng,BAB,33
local-authority-eng,Q73039037,33
local-authority,BAB,33
local-authority,E07000200,33
local-authority,Q73039037,33
wikidata,Q73039037,33
billing-authority,E3531,33
addressbase-custodian,3505,33
statistical-geography,E07000200,33
local-authority-eng,BAE,34
local-authority-eng,Q73045241,34
local-authority,BAE,34
local-authority,E07000171,34
local-authority,Q73045241,34
wikidata,Q73045241,34
billing-authority,E3032,34
addressbase-custodian,3010,34
statistical-geography,E07000171,34
local-authority-eng,BAI,35
local-authority-eng,Q4867303,35
local-authority,BAI,35
local-authority,E07000066,35
local-authority,Q4867303,35
wikidata,Q4867303,35
billing-authority,E1531,35
addressbase-custodian,1505,35
statistical-geography,E07000066,35
local-authority-eng,BAN,36
local-authority-eng,Q73072528,36
local-authority,BAN,36
local-authority,E07000084,36
local-authority,Q73072528,36
wikidata,Q73072528,36
billing-authority,E1731,36
addressbase-custodian,1705,36
statistical-geography,E07000084,36
local-authority-eng,BAR,37
local-authority-eng,Q73072525,37
local-authority,BAR,37
local-authority,E07000027,37
local-authority,Q73072525,37
wikidata,Q73072525,37
billing-authority,E0932,37
esd-inventories,1532,37
addressbase-custodian,910,37
statistical-geography,E07000027,37
local-authority-eng,BAS,38
local-authority-eng,Q16966588,38
local-authority,BAS,38
local-authority,E06000022,38
local-authority,Q16966588,38
wikidata,Q16966588,38
billing-authority,E0101,38
addressbase-custodian,114,38
statistical-geography,E06000022,38
local-authority-eng,BBD,39
local-authority-eng,Q16984481,39
local-authority,BBD,39
local-authority,E06000008,39
local-authority,Q16984481,39
wikidata,Q16984481,39
billing-authority,E2301,39
addressbase-custodian,2372,39
statistical-geography,E06000008,39
local-authority-eng,BDF,40
local-authority-eng,Q16239012,40
local-authority,BDF,40
local-authority,E06000055,40
local-authority,Q16239012,40
wikidata,Q16239012,40
billing-authority,E0202,40
addressbase-custodian,235,40
statistical-geography,E06000055,40
local-authority-eng,BDG,41
local-authority-eng,Q4861056,41
local-authority,BDG,41
local-authority,E09000002,41
local-authority,Q4861056,41
wikidata,Q4861056,41
billing-authority,E5030,41
addressbase-custodian,5060,41
statistical-geography,E09000002,41
local-authority-eng,BEN,42
local-authority-eng,Q4961461,42
local-authority,BEN,42
local-authority,E09000005,42
local-authority,Q4961461,42
wikidata,Q4961461,42
billing-authority,E5033,42
addressbase-custodian,5150,42
statistical-geography,E09000005,42
local-authority-eng,BEX,43
local-authority-eng,Q4899799,43
local-authority,BEX,43
local-authority,E09000004,43
local-authority,Q4899799,43
wikidata,Q4899799,43
billing-authority,E5032,43
addressbase-custodian,5120,43
statistical-geography,E09000004,43
local-authority-eng,BIR,44
local-authority-eng,Q4916650,44
local-authority,BIR,44
local-authority,E08000025,44
local-authority,Q4916650,44
wikidata,Q4916650,44
billing-authority,E4601,44
addressbase-custodian,4605,44
statistical-geography,E08000025,44
local-authority-eng,BKM,45
local-authority-eng,Q4983255,45
local-authority,BKM,45
local-authority,E10000002,45
local-authority,Q4983255,45
wikidata,Q4983255,45
billing-authority,E0421,45
statistical-geography,E10000002,45
local-authority-eng,BLA,46
local-authority-eng,Q73072529,46
local-authority,BLA,46
local-authority,E07000129,46
local-authority,Q73072529,46
wikidata,Q73072529,46
billing-authority,E2431,46
addressbase-custodian,2405,46
statistical-geography,E07000129,46
local-authority-eng,BMH,47
local-authority-eng,Q1144019,47
local-authority,BMH,47
local-authority,E06000028,47
local-authority,Q1144019,47
wikidata,Q1144019,47
billing-authority,E1202,47
addressbase-custodian,1250,47
statistical-geography,E06000028,47
local-authority-eng,BNE,48
local-authority-eng,Q4861611,48
local-authority,BNE,48
local-authority,E09000003,48
local-authority,Q4861611,48
wikidata,Q4861611,48
billing-authority,E5031,48
addressbase-custodian,5090,48
statistical-geography,E09000003,48
local-authority-eng,BNH,49
local-authority-eng,Q16953725,49
local-authority,BNH,49
local-authority,E06000043,49
local-authority,Q16953725,49
wikidata,Q16953725,49
billing-authority,E1401,49
addressbase-custodian,1445,49
statistical-geography,E06000043,49
local-authority-eng,BNS,50
local-authority-eng,Q16950416,50
local-authority,BNS,50
local-authority,E08000016,50
local-authority,Q16950416,50
wikidata,Q16950416,50
billing-authority,E4401,50
addressbase-custodian,4405,50
statistical-geography,E08000016,50
local-authority-eng,BOL,51
local-authority-eng,Q16952682,51
local-authority,BOL,51
local-authority,E08000001,51
local-authority,Q16952682,51
wikidata,Q16952682,51
billing-authority,E4201,51
addressbase-custodian,4205,51
statistical-geography,E08000001,51
local-authority-eng,BOS,52
local-authority-eng,Q73072533,52
local-authority,BOS,52
local-authority,E07000033,52
local-authority,Q73072533,52
wikidata,Q73072533,52
billing-authority,E1032,52
addressbase-custodian,1010,52
statistical-geography,E07000033,52
local-authority-eng,BOT,53
local-authority-eng,Q73072538,53
local-authority,BOT,53
local-authority,E07000136,53
local-authority,Q73072538,53
wikidata,Q73072538,53
billing-authority,E2531,53
addressbase-custodian,2505,53
statistical-geography,E07000136,53
local-authority-eng,BPC,54
local-authority-eng,Q54818205,54
local-authority,BPC,54
local-authority,E06000058,54
local-authority,Q54818205,54
wikidata,Q54818205,54
statistical-geography,E06000058,54
local-authority-eng,BPL,55
local-authority-eng,Q16984489,55
local-authority,BPL,55
local-authority,E06000009,55
local-authority,Q16984489,55
wikidata,Q16984489,55
billing-authority,E2302,55
addressbase-custodian,2373,55
statistical-geography,E06000009,55
local-authority-eng,BRA,56
local-authority-eng,Q73072540,56
local-authority,BRA,56
local-authority,E07000067,56
local-authority,Q73072540,56
wikidata,Q73072540,56
billing-authority,E1532,56
addressbase-custodian,1510,56
statistical-geography,E07000067,56
local-authority-eng,BRC,57
local-authority-eng,Q16985082,57
local-authority,BRC,57
local-authority,E06000036,57
local-authority,Q16985082,57
wikidata,Q16985082,57
billing-authority,E0301,57
esd-inventories,1535,57
addressbase-custodian,335,57
statistical-geography,E06000036,57
local-authority-eng,BRD,58
local-authority-eng,Q16953331,58
local-authority,BRD,58
local-authority,E08000032,58
local-authority,Q16953331,58
wikidata,Q16953331,58
billing-authority,E4701,58
addressbase-custodian,4705,58
statistical-geography,E08000032,58
local-authority-eng,BRE,59
local-authority-eng,Q73072542,59
local-authority,BRE,59
local-authority,E07000143,59
local-authority,Q73072542,59
wikidata,Q73072542,59
billing-authority,E2631,59
addressbase-custodian,2605,59
statistical-geography,E07000143,59
local-authority-eng,BRM,60
local-authority-eng,Q73072550,60
local-authority,BRM,60
local-authority,E07000234,60
local-authority,Q73072550,60
wikidata,Q73072550,60
billing-authority,E1831,60
addressbase-custodian,1805,60
statistical-geography,E07000234,60
local-authority-eng,BRO,61
local-authority-eng,Q73072548,61
local-authority,BRO,61
local-authority,E07000144,61
local-authority,Q73072548,61
wikidata,Q73072548,61
billing-authority,E2632,61
addressbase-custodian,2610,61
statistical-geography,E07000144,61
local-authority-eng,BRT,62
local-authority-eng,Q73072553,62
local-authority,BRT,62
local-authority,E07000172,62
local-authority,Q73072553,62
wikidata,Q73072553,62
billing-authority,E3033,62
addressbase-custodian,3015,62
statistical-geography,E07000172,62
local-authority-eng,BRW,63
local-authority-eng,Q73072544,63
local-authority,BRW,63
local-authority,E07000068,63
local-authority,Q73072544,63
wikidata,Q73072544,63
billing-authority,E1533,63
esd-inventories,1374,63
addressbase-custodian,1515,63
statistical-geography,E07000068,63
local-authority-eng,BRX,64
local-authority-eng,Q4976877,64
local-authority,BRX,64
local-authority,E07000095,64
local-authority,Q4976877,64
wikidata,Q4976877,64
billing-authority,E1931,64
addressbase-custodian,1905,64
statistical-geography,E07000095,64
local-authority-eng,BRY,65
local-authority-eng,Q4973687,65
local-authority,BRY,65
local-authority,E09000006,65
local-authority,Q4973687,65
wikidata,Q4973687,65
billing-authority,E5034,65
addressbase-custodian,5180,65
statistical-geography,E09000006,65
local-authority-eng,BST,66
local-authority-eng,Q16953796,66
local-authority,BST,66
local-authority,E06000023,66
local-authority,Q16953796,66
wikidata,Q16953796,66
billing-authority,E0102,66
addressbase-custodian,116,66
statistical-geography,E06000023,66
local-authority-eng,BUC,67
local-authority-eng,Q65052846,67
local-authority,BUC,67
local-authority,E06000060,67
local-authority,Q65052846,67
wikidata,Q65052846,67
statistical-geography,E06000060,67
local-authority-eng,BUN,68
local-authority-eng,Q73072554,68
local-authority,BUN,68
local-authority,E07000117,68
local-authority,Q73072554,68
wikidata,Q73072554,68
billing-authority,E2333,68
addressbase-custodian,2315,68
statistical-geography,E07000117,68
local-authority-eng,BUR,69
local-authority-eng,Q16954633,69
local-authority,BUR,69
local-authority,E08000002,69
local-authority,Q16954633,69
wikidata,Q16954633,69
billing-authority,E4202,69
addressbase-custodian,4210,69
statistical-geography,E08000002,69
local-authority-eng,CAB,70
local-authority-eng,Q5025388,70
local-authority,CAB,70
local-authority,E07000008,70
local-authority,Q5025388,70
wikidata,Q5025388,70
billing-authority,E0531,70
addressbase-custodian,505,70
statistical-geography,E07000008,70
local-authority-eng,CAM,71
local-authority-eng,Q5025648,71
local-authority,CAM,71
local-authority,E10000003,71
local-authority,Q5025648,71
wikidata,Q5025648,71
billing-authority,E0521,71
statistical-geography,E10000003,71
local-authority-eng,CAN,72
local-authority-eng,Q73072556,72
local-authority,CAN,72
local-authority,E07000192,72
local-authority,Q73072556,72
wikidata,Q73072556,72
billing-authority,E3431,72
addressbase-custodian,3405,72
statistical-geography,E07000192,72
local-authority-eng,CAR,73
local-authority-eng,Q73072558,73
local-authority,CAR,73
local-authority,E07000028,73
local-authority,Q73072558,73
wikidata,Q73072558,73
billing-authority,E0933,73
addressbase-custodian,915,73
statistical-geography,E07000028,73
local-authority-eng,CAS,74
local-authority-eng,Q73072562,74
local-authority,CAS,74
local-authority,E07000069,74
local-authority,Q73072562,74
wikidata,Q73072562,74
billing-authority,E1534,74
addressbase-custodian,1520,74
statistical-geography,E07000069,74
local-authority-eng,CAT,75
local-authority-eng,Q55098924,75
local-authority,CAT,75
local-authority,E07000106,75
local-authority,Q55098924,75
wikidata,Q55098924,75
billing-authority,E2232,75
addressbase-custodian,2210,75
statistical-geography,E07000106,75
local-authority-eng,CBF,76
local-authority-eng,Q16986562,76
local-authority,CBF,76
local-authority,E06000056,76
local-authority,Q16986562,76
wikidata,Q16986562,76
billing-authority,E0203,76
addressbase-custodian,240,76
statistical-geography,E06000056,76
local-authority-eng,CHA,77
local-authority-eng,Q73072564,77
local-authority,CHA,77
local-authority,E07000130,77
local-authority,Q73072564,77
wikidata,Q73072564,77
billing-authority,E2432,77
addressbase-custodian,2410,77
statistical-geography,E07000130,77
local-authority-eng,CHC,78
local-authority-eng,Q73072580,78
local-authority,CHC,78
local-authority,E07000048,78
local-authority,Q73072580,78
wikidata,Q73072580,78
billing-authority,E1232,78
addressbase-custodian,1210,78
statistical-geography,E07000048,78
local-authority-eng,CHE,79
local-authority-eng,Q16829355,79
local-authority,CHE,79
local-authority,E06000049,79
local-authority,Q16829355,79
wikidata,Q16829355,79
billing-authority,E0603,79
addressbase-custodian,660,79
statistical-geography,E06000049,79
local-authority-eng,CHI,80
local-authority-eng,Q73072573,80
local-authority,CHI,80
local-authority,E07000225,80
local-authority,Q73072573,80
wikidata,Q73072573,80
billing-authority,E3833,80
addressbase-custodian,3815,80
statistical-geography,E07000225,80
local-authority-eng,CHL,81
local-authority-eng,Q73072566,81
local-authority,CHL,81
local-authority,E07000070,81
local-authority,Q73072566,81
wikidata,Q73072566,81
billing-authority,E1535,81
addressbase-custodian,1525,81
statistical-geography,E07000070,81
local-authority-eng,CHN,82
local-authority-eng,Q73072575,82
local-authority,CHN,82
local-authority,E07000005,82
local-authority,Q73072575,82
wikidata,Q73072575,82
billing-authority,E0432,82
addressbase-custodian,415,82
statistical-geography,E07000005,82
local-authority-eng,CHO,83
local-authority-eng,Q73072578,83
local-authority,CHO,83
local-authority,E07000118,83
local-authority,Q73072578,83
wikidata,Q73072578,83
billing-authority,E2334,83
addressbase-custodian,2320,83
statistical-geography,E07000118,83
local-authority-eng,CHR,84
local-authority-eng,Q73072569,84
local-authority,CHR,84
local-authority,E07000177,84
local-authority,Q73072569,84
wikidata,Q73072569,84
billing-authority,E3131,84
addressbase-custodian,3105,84
statistical-geography,E07000177,84
local-authority-eng,CHS,85
local-authority-eng,Q73072572,85
local-authority,CHS,85
local-authority,E07000034,85
local-authority,Q73072572,85
wikidata,Q73072572,85
billing-authority,E1033,85
addressbase-custodian,1015,85
statistical-geography,E07000034,85
local-authority-eng,CHT,86
local-authority-eng,Q28401301,86
local-authority,CHT,86
local-authority,E07000078,86
local-authority,Q28401301,86
wikidata,Q28401301,86
billing-authority,E1631,86
addressbase-custodian,1605,86
statistical-geography,E07000078,86
local-authority-eng,CHW,87
local-authority-eng,Q16829360,87
local-authority,CHW,87
local-authority,E06000050,87
local-authority,Q16829360,87
wikidata,Q16829360,87
billing-authority,E0604,87
addressbase-custodian,665,87
statistical-geography,E06000050,87
local-authority-eng,CLD,88
local-authority-eng,Q16985873,88
local-authority,CLD,88
local-authority,E08000033,88
local-authority,Q16985873,88
wikidata,Q16985873,88
billing-authority,E4702,88
addressbase-custodian,4710,88
statistical-geography,E08000033,88
local-authority-eng,CMA,89
local-authority-eng,Q5194027,89
local-authority,CMA,89
local-authority,E10000006,89
local-authority,Q5194027,89
wikidata,Q5194027,89
billing-authority,E0920,89
statistical-geography,E10000006,89
local-authority-eng,CMD,90
local-authority-eng,Q5025790,90
local-authority,CMD,90
local-authority,E09000007,90
local-authority,Q5025790,90
wikidata,Q5025790,90
billing-authority,E5011,90
addressbase-custodian,5210,90
statistical-geography,E09000007,90
local-authority-eng,COL,91
local-authority-eng,Q73072586,91
local-authority,COL,91
local-authority,E07000071,91
local-authority,Q73072586,91
wikidata,Q73072586,91
billing-authority,E1536,91
esd-inventories,1526,91
addressbase-custodian,1530,91
statistical-geography,E07000071,91
local-authority-eng,CON,92
local-authority-eng,Q3774189,92
local-authority,CON,92
local-authority,E06000052,92
local-authority,Q3774189,92
wikidata,Q3774189,92
billing-authority,E0801,92
addressbase-custodian,840,92
statistical-geography,E06000052,92
local-authority-eng,COP,93
local-authority-eng,Q73072589,93
local-authority,COP,93
local-authority,E07000029,93
local-authority,Q73072589,93
wikidata,Q73072589,93
billing-authority,E0934,93
addressbase-custodian,920,93
statistical-geography,E07000029,93
local-authority-eng,COR,94
local-authority-eng,Q73072591,94
local-authority,COR,94
local-authority,E07000150,94
local-authority,Q73072591,94
wikidata,Q73072591,94
billing-authority,E2831,94
addressbase-custodian,2805,94
statistical-geography,E07000150,94
local-authority-eng,COT,95
local-authority-eng,Q5175478,95
local-authority,COT,95
local-authority,E07000079,95
local-authority,Q5175478,95
wikidata,Q5175478,95
billing-authority,E1632,95
addressbase-custodian,1610,95
statistical-geography,E07000079,95
local-authority-eng,COV,96
local-authority-eng,Q5179058,96
local-authority,COV,96
local-authority,E08000026,96
local-authority,Q5179058,96
wikidata,Q5179058,96
billing-authority,E4602,96
addressbase-custodian,4610,96
statistical-geography,E08000026,96
local-authority-eng,CPCA,97
local-authority-eng,Q28451058,97
local-authority,CPCA,97
local-authority,E47000008,97
local-authority,Q28451058,97
wikidata,Q28451058,97
statistical-geography,E47000008,97
local-authority-eng,CRA,98
local-authority-eng,Q73072595,98
local-authority,CRA,98
local-authority,E07000163,98
local-authority,Q73072595,98
wikidata,Q73072595,98
billing-authority,E2731,98
addressbase-custodian,2705,98
statistical-geography,E07000163,98
local-authority-eng,CRW,99
local-authority-eng,Q30255982,99
local-authority,CRW,99
local-authority,E07000226,99
local-authority,Q30255982,99
wikidata,Q30255982,99
billing-authority,E3834,99
addressbase-custodian,3820,99
statistical-geography,E07000226,99
local-authority-eng,CRY,100
local-authority-eng,Q5189676,100
local-authority,CRY,100
local-authority,E09000008,100
local-authority,Q5189676,100
wikidata,Q5189676,100
billing-authority,E5035,100
addressbase-custodian,5240,100
statistical-geography,E09000008,100
local-authority-eng,DAC,101
local-authority-eng,Q5207723,101
local-authority,DAC,101
local-authority,E07000096,101
local-authority,Q5207723,101
wikidata,Q5207723,101
billing-authority,E1932,101
addressbase-custodian,1910,101
statistical-geography,E07000096,101
local-authority-eng,DAL,102
local-authority-eng,Q16948698,102
local-authority,DAL,102
local-authority,E06000005,102
local-authority,Q16948698,102
wikidata,Q16948698,102
billing-authority,E1301,102
addressbase-custodian,1350,102
statistical-geography,E06000005,102
local-authority-eng,DAR,103
local-authority-eng,Q55098919,103
local-authority,DAR,103
local-authority,E07000107,103
local-authority,Q55098919,103
wikidata,Q55098919,103
billing-authority,E2233,103
addressbase-custodian,2215,103
statistical-geography,E07000107,103
local-authority-eng,DAV,104
local-authority-eng,Q73072596,104
local-authority,DAV,104
local-authority,E07000151,104
local-authority,Q73072596,104
wikidata,Q73072596,104
billing-authority,E2832,104
addressbase-custodian,2810,104
statistical-geography,E07000151,104
local-authority-eng,DBY,105
local-authority-eng,Q5261561,105
local-authority,DBY,105
local-authority,E10000007,105
local-authority,Q5261561,105
wikidata,Q5261561,105
billing-authority,E1021,105
statistical-geography,E10000007,105
local-authority-eng,DEB,106
local-authority-eng,Q73072598,106
local-authority,DEB,106
local-authority,E07000035,106
local-authority,Q73072598,106
wikidata,Q73072598,106
billing-authority,E1035,106
addressbase-custodian,1045,106
statistical-geography,E07000035,106
local-authority-eng,DER,107
local-authority-eng,Q5261430,107
local-authority,DER,107
local-authority,E06000015,107
local-authority,Q5261430,107
wikidata,Q5261430,107
billing-authority,E1001,107
addressbase-custodian,1055,107
statistical-geography,E06000015,107
local-authority-eng,DEV,108
local-authority-eng,Q6385990,108
local-authority,DEV,108
local-authority,E10000008,108
local-authority,Q6385990,108
wikidata,Q6385990,108
billing-authority,E1121,108
statistical-geography,E10000008,108
local-authority-eng,DNC,109
local-authority-eng,Q16988947,109
local-authority,DNC,109
local-authority,E08000017,109
local-authority,Q16988947,109
wikidata,Q16988947,109
billing-authority,E4402,109
addressbase-custodian,4410,109
statistical-geography,E08000017,109
local-authority-eng,DOR,110
local-authority-eng,Q5298839,110
local-authority,DOR,110
local-authority,E10000009,110
local-authority,Q5298839,110
wikidata,Q5298839,110
billing-authority,E1221,110
statistical-geography,E10000009,110
local-authority-eng,DOV,111
local-authority-eng,Q55098918,111
local-authority,DOV,111
local-authority,E07000108,111
local-authority,Q55098918,111
wikidata,Q55098918,111
billing-authority,E2234,111
addressbase-custodian,2220,111
statistical-geography,E07000108,111
local-authority-eng,DST,112
local-authority-eng,Q55609905,112
local-authority,DST,112
local-authority,E06000059,112
local-authority,Q55609905,112
wikidata,Q55609905,112
statistical-geography,E06000059,112
local-authority-eng,DUD,113
local-authority-eng,Q16991635,113
local-authority,DUD,113
local-authority,E08000027,113
local-authority,Q16991635,113
wikidata,Q16991635,113
billing-authority,E4603,113
addressbase-custodian,4615,113
statistical-geography,E08000027,113
local-authority-eng,DUR,114
local-authority-eng,Q5316492,114
local-authority,DUR,114
local-authority,E06000047,114
local-authority,Q5316492,114
wikidata,Q5316492,114
billing-authority,E1302,114
addressbase-custodian,1355,114
statistical-geography,E06000047,114
local-authority-eng,EAL,115
local-authority-eng,Q5325486,115
local-authority,EAL,115
local-authority,E09000009,115
local-authority,Q5325486,115
wikidata,Q5325486,115
billing-authority,E5036,115
addressbase-custodian,5270,115
statistical-geography,E09000009,115
local-authority-eng,EAS,116
local-authority-eng,Q30588396,116
local-authority,EAS,116
local-authority,E07000061,116
local-authority,Q30588396,116
wikidata,Q30588396,116
billing-authority,E1432,116
addressbase-custodian,1410,116
statistical-geography,E07000061,116
local-authority-eng,EAT,117
local-authority-eng,Q73072609,117
local-authority,EAT,117
local-authority,E07000086,117
local-authority,Q73072609,117
wikidata,Q73072609,117
billing-authority,E1733,117
addressbase-custodian,1715,117
statistical-geography,E07000086,117
local-authority-eng,ECA,118
local-authority-eng,Q65090031,118
local-authority,ECA,118
local-authority,E07000009,118
local-authority,Q65090031,118
wikidata,Q65090031,118
billing-authority,E0532,118
addressbase-custodian,510,118
statistical-geography,E07000009,118
local-authority-eng,EDE,119
local-authority-eng,Q69118038,119
local-authority,EDE,119
local-authority,E07000040,119
local-authority,Q69118038,119
wikidata,Q69118038,119
billing-authority,E1131,119
addressbase-custodian,1105,119
statistical-geography,E07000040,119
local-authority-eng,EDN,120
local-authority-eng,Q73072611,120
local-authority,EDN,120
local-authority,E07000030,120
local-authority,Q73072611,120
wikidata,Q73072611,120
billing-authority,E0935,120
addressbase-custodian,925,120
statistical-geography,E07000030,120
local-authority-eng,EDO,121
local-authority-eng,Q73072599,121
local-authority,EDO,121
local-authority,E07000049,121
local-authority,Q73072599,121
wikidata,Q73072599,121
billing-authority,E1233,121
addressbase-custodian,1240,121
statistical-geography,E07000049,121
local-authority-eng,EHA,122
local-authority-eng,Q73072602,122
local-authority,EHA,122
local-authority,E07000085,122
local-authority,Q73072602,122
wikidata,Q73072602,122
billing-authority,E1732,122
addressbase-custodian,1710,122
statistical-geography,E07000085,122
local-authority-eng,EHE,123
local-authority-eng,Q5328577,123
local-authority,EHE,123
local-authority,E07000242,123
local-authority,Q5328577,123
wikidata,Q5328577,123
billing-authority,E1933,123
addressbase-custodian,1915,123
statistical-geography,E07000242,123
local-authority-eng,ELI,124
local-authority-eng,Q73072603,124
local-authority,ELI,124
local-authority,E07000137,124
local-authority,Q73072603,124
wikidata,Q73072603,124
billing-authority,E2532,124
addressbase-custodian,2510,124
statistical-geography,E07000137,124
local-authority-eng,ELM,125
local-authority-eng,Q73072615,125
local-authority,ELM,125
local-authority,E07000207,125
local-authority,Q73072615,125
wikidata,Q73072615,125
billing-authority,E3631,125
addressbase-custodian,3605,125
statistical-geography,E07000207,125
local-authority-eng,ENF,126
local-authority-eng,Q5377310,126
local-authority,ENF,126
local-authority,E09000010,126
local-authority,Q5377310,126
wikidata,Q5377310,126
billing-authority,E5037,126
addressbase-custodian,5300,126
statistical-geography,E09000010,126
local-authority-eng,ENO,127
local-authority-eng,Q73072604,127
local-authority,ENO,127
local-authority,E07000152,127
local-authority,Q73072604,127
wikidata,Q73072604,127
billing-authority,E2833,127
addressbase-custodian,2815,127
statistical-geography,E07000152,127
local-authority-eng,EPP,128
local-authority-eng,Q73072617,128
local-authority,EPP,128
local-authority,E07000072,128
local-authority,Q73072617,128
wikidata,Q73072617,128
billing-authority,E1537,128
addressbase-custodian,1535,128
statistical-geography,E07000072,128
local-authority-eng,EPS,129
local-authority-eng,Q73072619,129
local-authority,EPS,129
local-authority,E07000208,129
local-authority,Q73072619,129
wikidata,Q73072619,129
billing-authority,E3632,129
addressbase-custodian,3610,129
statistical-geography,E07000208,129
local-authority-eng,ERE,130
local-authority-eng,Q73072621,130
local-authority,ERE,130
local-authority,E07000036,130
local-authority,Q73072621,130
wikidata,Q73072621,130
billing-authority,E1036,130
addressbase-custodian,1025,130
statistical-geography,E07000036,130
local-authority-eng,ERY,131
local-authority-eng,Q16989282,131
local-authority,ERY,131
local-authority,E06000011,131
local-authority,Q16989282,131
wikidata,Q16989282,131
billing-authority,E2001,131
addressbase-custodian,2001,131
statistical-geography,E06000011,131
local-authority-eng,ESK,132
local-authority-eng,Q59536023,132
local-authority,ESK,132
local-authority,E07000244,132
local-authority,Q59536023,132
wikidata,Q59536023,132
statistical-geography,E07000244,132
local-authority-eng,ESS,133
local-authority-eng,Q5399679,133
local-authority,ESS,133
local-authority,E10000012,133
local-authority,Q5399679,133
wikidata,Q5399679,133
billing-authority,E1521,133
statistical-geography,E10000012,133
local-authority-eng,EST,134
local-authority-eng,Q73072606,134
local-authority,EST,134
local-authority,E07000193,134
local-authority,Q73072606,134
wikidata,Q73072606,134
billing-authority,E3432,134
addressbase-custodian,3410,134
statistical-geography,E07000193,134
local-authority-eng,ESX,135
local-authority-eng,Q5329458,135
local-authority,ESX,135
local-authority,E10000011,135
local-authority,Q5329458,135
wikidata,Q5329458,135
billing-authority,E1421,135
statistical-geography,E10000011,135
local-authority-eng,EXE,136
local-authority-eng,Q5420103,136
local-authority,EXE,136
local-authority,E07000041,136
local-authority,Q5420103,136
wikidata,Q5420103,136
billing-authority,E1132,136
addressbase-custodian,1110,136
statistical-geography,E07000041,136
local-authority-eng,FAR,137
local-authority-eng,Q73072624,137
local-authority,FAR,137
