prefix,reference,entity
local-authority,PTE,257
local-authority,E06000031,257
local-authority,Q6664413,257
wikidata,Q6664413,257
billing-authority,E0501,257
addressbase-custodian,540,257
statistical-geography,E06000031,257
local-authority-eng,PUR,258
local-authority-eng,Q73072707,258
local-authority,PUR,258
local-authority,E07000051,258
local-authority,Q73072707,258
wikidata,Q73072707,258
billing-authority,E1236,258
addressbase-custodian,1225,258
statistical-geography,E07000051,258
local-authority-eng,RCC,259
local-authority-eng,Q17019415,259
local-authority,RCC,259
local-authority,E06000003,259
local-authority,Q17019415,259
wikidata,Q17019415,259
billing-authority,E0703,259
addressbase-custodian,728,259
statistical-geography,E06000003,259
local-authority-eng,RCH,260
local-authority-eng,Q17019804,260
local-authority,RCH,260
local-authority,E08000005,260
local-authority,Q17019804,260
wikidata,Q17019804,260
billing-authority,E4205,260
addressbase-custodian,4225,260
statistical-geography,E08000005,260
local-authority-eng,RDB,261
local-authority-eng,Q7305508,261
local-authority,RDB,261
local-authority,E09000026,261
local-authority,Q7305508,261
wikidata,Q7305508,261
billing-authority,E5046,261
esd-inventories,1520,261
addressbase-custodian,5780,261
statistical-geography,E09000026,261
local-authority-eng,RDG,262
local-authority-eng,Q17018654,262
local-authority,RDG,262
local-authority,E06000038,262
local-authority,Q17018654,262
wikidata,Q17018654,262
billing-authority,E0303,262
addressbase-custodian,345,262
statistical-geography,E06000038,262
local-authority-eng,RED,263
local-authority-eng,Q14978996,263
local-authority,RED,263
local-authority,E07000236,263
local-authority,Q14978996,263
wikidata,Q14978996,263
billing-authority,E1835,263
addressbase-custodian,1825,263
statistical-geography,E07000236,263
local-authority-eng,REI,264
local-authority-eng,Q73072709,264
local-authority,REI,264
local-authority,E07000211,264
local-authority,Q73072709,264
wikidata,Q73072709,264
billing-authority,E3635,264
addressbase-custodian,3625,264
statistical-geography,E07000211,264
local-authority-eng,RIB,265
local-authority-eng,Q73072712,265
local-authority,RIB,265
local-authority,E07000124,265
local-authority,Q73072712,265
wikidata,Q73072712,265
billing-authority,E2340,265
addressbase-custodian,2350,265
statistical-geography,E07000124,265
local-authority-eng,RIC,266
local-authority-eng,Q7331065,266
local-authority,RIC,266
local-authority,E09000027,266
local-authority,Q7331065,266
wikidata,Q7331065,266
billing-authority,E5047,266
addressbase-custodian,5810,266
statistical-geography,E09000027,266
local-authority-eng,RIH,267
local-authority-eng,Q73072715,267
local-authority,RIH,267
local-authority,E07000166,267
local-authority,Q73072715,267
wikidata,Q73072715,267
billing-authority,E2734,267
addressbase-custodian,2720,267
statistical-geography,E07000166,267
local-authority-eng,ROC,268
local-authority-eng,Q73072717,268
local-authority,ROC,268
local-authority,E07000075,268
local-authority,Q73072717,268
wikidata,Q73072717,268
billing-authority,E1540,268
addressbase-custodian,1550,268
statistical-geography,E07000075,268
local-authority-eng,ROH,269
local-authority-eng,Q73072720,269
local-authority,ROH,269
local-authority,E07000064,269
local-authority,Q73072720,269
wikidata,Q73072720,269
billing-authority,E1436,269
addressbase-custodian,1430,269
statistical-geography,E07000064,269
local-authority-eng,ROS,270
local-authority-eng,Q7369771,270
local-authority,ROS,270
local-authority,E07000125,270
local-authority,Q7369771,270
wikidata,Q7369771,270
billing-authority,E2341,270
addressbase-custodian,2355,270
statistical-geography,E07000125,270
local-authority-eng,ROT,271
local-authority-eng,Q17020059,271
local-authority,ROT,271
local-authority,E08000018,271
local-authority,Q17020059,271
wikidata,Q17020059,271
billing-authority,E4403,271
addressbase-custodian,4415,271
statistical-geography,E08000018,271
local-authority-eng,RUG,272
local-authority-eng,Q73072725,272
local-authority,RUG,272
local-authority,E07000220,272
local-authority,Q73072725,272
wikidata,Q73072725,272
billing-authority,E3733,272
addressbase-custodian,3715,272
statistical-geography,E07000220,272
local-authority-eng,RUH,273
local-authority-eng,Q73072730,273
local-authority,RUH,273
local-authority,E07000092,273
local-authority,Q73072730,273
wikidata,Q73072730,273
billing-authority,E1740,273
addressbase-custodian,1750,273
statistical-geography,E07000092,273
local-authority-eng,RUN,274
local-authority-eng,Q73072726,274
local-authority,RUN,274
local-authority,E07000212,274
local-authority,Q73072726,274
wikidata,Q73072726,274
billing-authority,E3636,274
addressbase-custodian,3630,274
statistical-geography,E07000212,274
local-authority-eng,RUS,275
local-authority-eng,Q73072729,275
local-authority,RUS,275
local-authority,E07000176,275
local-authority,Q73072729,275
wikidata,Q73072729,275
billing-authority,E3038,275
addressbase-custodian,3040,275
statistical-geography,E07000176,275
local-authority-eng,RUT,276
local-authority-eng,Q7383481,276
local-authority,RUT,276
local-authority,E06000017,276
local-authority,Q7383481,276
wikidata,Q7383481,276
billing-authority,E2402,276
addressbase-custodian,2470,276
statistical-geography,E06000017,276
local-authority-eng,RYE,277
local-authority-eng,Q73072732,277
local-authority,RYE,277
local-authority,E07000167,277
local-authority,Q73072732,277
wikidata,Q73072732,277
billing-authority,E2755,277
addressbase-custodian,2725,277
statistical-geography,E07000167,277
local-authority-eng,SAL,278
local-authority-eng,Q7592257,278
local-authority,SAL,278
local-authority,E07000240,278
local-authority,Q7592257,278
wikidata,Q7592257,278
billing-authority,E1936,278
addressbase-custodian,1930,278
statistical-geography,E07000240,278
local-authority-eng,SAW,279
local-authority-eng,Q7417057,279
local-authority,SAW,279
local-authority,E08000028,279
local-authority,Q7417057,279
wikidata,Q7417057,279
billing-authority,E4604,279
addressbase-custodian,4620,279
statistical-geography,E08000028,279
local-authority-eng,SBU,280
local-authority-eng,Q65089619,280
local-authority,SBU,280
local-authority,E07000006,280
local-authority,Q65089619,280
wikidata,Q65089619,280
billing-authority,E0434,280
addressbase-custodian,410,280
statistical-geography,E07000006,280
local-authority-eng,SCA,281
local-authority-eng,Q7566485,281
local-authority,SCA,281
local-authority,E07000012,281
local-authority,Q7566485,281
wikidata,Q7566485,281
billing-authority,E0536,281
addressbase-custodian,530,281
statistical-geography,E07000012,281
local-authority-eng,SCE,282
local-authority-eng,Q73072735,282
local-authority,SCE,282
local-authority,E07000168,282
local-authority,Q73072735,282
wikidata,Q73072735,282
billing-authority,E2736,282
addressbase-custodian,2730,282
statistical-geography,E07000168,282
local-authority-eng,SCR,283
local-authority-eng,Q17020947,283
local-authority,SCR,283
local-authority,E47000002,283
local-authority,Q17020947,283
wikidata,Q17020947,283
statistical-geography,E47000002,283
local-authority-eng,SDE,284
local-authority-eng,Q73072741,284
local-authority,SDE,284
local-authority,E07000039,284
local-authority,Q73072741,284
wikidata,Q73072741,284
billing-authority,E1039,284
addressbase-custodian,1040,284
statistical-geography,E07000039,284
local-authority-eng,SED,285
local-authority-eng,Q73072776,285
local-authority,SED,285
local-authority,E07000204,285
local-authority,Q73072776,285
wikidata,Q73072776,285
billing-authority,E3535,285
addressbase-custodian,3525,285
statistical-geography,E07000204,285
local-authority-eng,SEG,286
local-authority-eng,Q73072737,286
local-authority,SEG,286
local-authority,E07000188,286
local-authority,Q73072737,286
wikidata,Q73072737,286
billing-authority,E3332,286
addressbase-custodian,3310,286
statistical-geography,E07000188,286
local-authority-eng,SEL,287
local-authority-eng,Q73072740,287
local-authority,SEL,287
local-authority,E07000169,287
local-authority,Q73072740,287
wikidata,Q73072740,287
billing-authority,E2757,287
addressbase-custodian,2735,287
statistical-geography,E07000169,287
local-authority-eng,SEV,288
local-authority-eng,Q55098936,288
local-authority,SEV,288
local-authority,E07000111,288
local-authority,Q55098936,288
wikidata,Q55098936,288
billing-authority,E2239,288
addressbase-custodian,2245,288
statistical-geography,E07000111,288
local-authority-eng,SFK,289
local-authority-eng,Q3305205,289
local-authority,SFK,289
local-authority,E10000029,289
local-authority,Q3305205,289
wikidata,Q3305205,289
billing-authority,E3520,289
statistical-geography,E10000029,289
local-authority-eng,SFT,290
local-authority-eng,Q7446119,290
local-authority,SFT,290
local-authority,E08000014,290
local-authority,Q7446119,290
wikidata,Q7446119,290
billing-authority,E4304,290
addressbase-custodian,4320,290
statistical-geography,E08000014,290
local-authority-eng,SGC,291
local-authority-eng,Q17020724,291
local-authority,SGC,291
local-authority,E06000025,291
local-authority,Q17020724,291
wikidata,Q17020724,291
billing-authority,E0103,291
addressbase-custodian,119,291
statistical-geography,E06000025,291
local-authority-eng,SHA,292
local-authority-eng,Q23461861,292
local-authority,SHA,292
local-authority,E07000044,292
local-authority,Q23461861,292
wikidata,Q23461861,292
billing-authority,E1136,292
addressbase-custodian,1125,292
statistical-geography,E07000044,292
local-authority-eng,SHE,293
local-authority-eng,Q55099243,293
local-authority,SHE,293
local-authority,E07000112,293
local-authority,Q55099243,293
wikidata,Q55099243,293
billing-authority,E2240,293
addressbase-custodian,2250,293
statistical-geography,E07000112,293
local-authority-eng,SHF,294
local-authority-eng,Q7492609,294
local-authority,SHF,294
local-authority,E08000019,294
local-authority,Q7492609,294
wikidata,Q7492609,294
billing-authority,E4404,294
addressbase-custodian,4420,294
statistical-geography,E08000019,294
local-authority-eng,SHN,295
local-authority-eng,Q17022094,295
local-authority,SHN,295
local-authority,E08000013,295
local-authority,Q17022094,295
wikidata,Q17022094,295
billing-authority,E4303,295
addressbase-custodian,4315,295
statistical-geography,E08000013,295
local-authority-eng,SHO,296
local-authority-eng,Q73072743,296
local-authority,SHO,296
local-authority,E07000140,296
local-authority,Q73072743,296
wikidata,Q73072743,296
billing-authority,E2535,296
addressbase-custodian,2525,296
statistical-geography,E07000140,296
local-authority-eng,SHR,297
local-authority-eng,Q93612,297
local-authority,SHR,297
local-authority,E06000051,297
local-authority,Q93612,297
wikidata,Q93612,297
billing-authority,E3202,297
addressbase-custodian,3245,297
statistical-geography,E06000051,297
local-authority-eng,SKE,298
local-authority-eng,Q73072747,298
local-authority,SKE,298
local-authority,E07000141,298
local-authority,Q73072747,298
wikidata,Q73072747,298
billing-authority,E2536,298
addressbase-custodian,2530,298
statistical-geography,E07000141,298
local-authority-eng,SKP,299
local-authority-eng,Q7618164,299
local-authority,SKP,299
local-authority,E08000007,299
local-authority,Q7618164,299
wikidata,Q7618164,299
billing-authority,E4207,299
addressbase-custodian,4235,299
statistical-geography,E08000007,299
local-authority-eng,SLA,300
local-authority-eng,Q73072749,300
local-authority,SLA,300
local-authority,E07000031,300
local-authority,Q73072749,300
wikidata,Q73072749,300
billing-authority,E0936,300
addressbase-custodian,930,300
statistical-geography,E07000031,300
local-authority-eng,SLF,301
local-authority-eng,Q17020402,301
local-authority,SLF,301
local-authority,E08000006,301
local-authority,Q17020402,301
wikidata,Q17020402,301
billing-authority,E4206,301
addressbase-custodian,4230,301
statistical-geography,E08000006,301
local-authority-eng,SLG,302
local-authority-eng,Q7541466,302
local-authority,SLG,302
local-authority,E06000039,302
local-authority,Q7541466,302
wikidata,Q7541466,302
billing-authority,E0304,302
addressbase-custodian,350,302
statistical-geography,E06000039,302
local-authority-eng,SND,303
local-authority-eng,Q17022675,303
local-authority,SND,303
local-authority,E08000024,303
local-authority,Q17022675,303
wikidata,Q17022675,303
billing-authority,E4505,303
addressbase-custodian,4525,303
statistical-geography,E08000024,303
local-authority-eng,SNO,304
local-authority-eng,Q73072752,304
local-authority,SNO,304
local-authority,E07000149,304
local-authority,Q73072752,304
wikidata,Q73072752,304
billing-authority,E2637,304
addressbase-custodian,2630,304
statistical-geography,E07000149,304
local-authority-eng,SNR,305
local-authority-eng,Q105544722,305
local-authority,SNR,305
local-authority,E07000155,305
local-authority,Q105544722,305
wikidata,Q105544722,305
billing-authority,E2836,305
addressbase-custodian,2830,305
statistical-geography,E07000155,305
local-authority-eng,SOL,306
local-authority-eng,Q17021590,306
local-authority,SOL,306
local-authority,E08000029,306
local-authority,Q17021590,306
wikidata,Q17021590,306
billing-authority,E4605,306
addressbase-custodian,4625,306
statistical-geography,E08000029,306
local-authority-eng,SOM,307
local-authority-eng,Q6386270,307
local-authority,SOM,307
local-authority,E10000027,307
local-authority,Q6386270,307
wikidata,Q6386270,307
billing-authority,E3320,307
statistical-geography,E10000027,307
local-authority-eng,SOS,308
local-authority-eng,Q7569516,308
local-authority,SOS,308
local-authority,E06000033,308
local-authority,Q7569516,308
wikidata,Q7569516,308
billing-authority,E1501,308
addressbase-custodian,1590,308
statistical-geography,E06000033,308
local-authority-eng,SOX,309
local-authority-eng,Q65089301,309
local-authority,SOX,309
local-authority,E07000179,309
local-authority,Q65089301,309
wikidata,Q65089301,309
billing-authority,E3133,309
addressbase-custodian,3115,309
statistical-geography,E07000179,309
local-authority-eng,SPE,310
local-authority-eng,Q73072774,310
local-authority,SPE,310
local-authority,E07000213,310
local-authority,Q73072774,310
wikidata,Q73072774,310
billing-authority,E3637,310
addressbase-custodian,3635,310
statistical-geography,E07000213,310
local-authority-eng,SRI,311
local-authority-eng,Q73072755,311
local-authority,SRI,311
local-authority,E07000126,311
local-authority,Q73072755,311
wikidata,Q73072755,311
billing-authority,E2342,311
addressbase-custodian,2360,311
statistical-geography,E07000126,311
local-authority-eng,SRY,312
local-authority-eng,Q6386325,312
local-authority,SRY,312
local-authority,E10000030,312
local-authority,Q6386325,312
wikidata,Q6386325,312
billing-authority,E3620,312
statistical-geography,E10000030,312
local-authority-eng,SSO,313
local-authority-eng,Q73072757,313
local-authority,SSO,313
local-authority,E07000189,313
local-authority,Q73072757,313
wikidata,Q73072757,313
billing-authority,E3334,313
addressbase-custodian,3325,313
statistical-geography,E07000189,313
local-authority-eng,SST,314
local-authority-eng,Q73072759,314
local-authority,SST,314
local-authority,E07000196,314
local-authority,Q73072759,314
wikidata,Q73072759,314
billing-authority,E3435,314
addressbase-custodian,3430,314
statistical-geography,E07000196,314
local-authority-eng,STA,315
local-authority-eng,Q73072778,315
local-authority,STA,315
local-authority,E07000197,315
local-authority,Q73072778,315
wikidata,Q73072778,315
billing-authority,E3436,315
addressbase-custodian,3425,315
statistical-geography,E07000197,315
local-authority-eng,STE,316
local-authority-eng,Q17022507,316
local-authority,STE,316
local-authority,E06000021,316
local-authority,Q17022507,316
wikidata,Q17022507,316
billing-authority,E3401,316
addressbase-custodian,3455,316
statistical-geography,E06000021,316
local-authority-eng,STF,317
local-authority-eng,Q73072779,317
local-authority,STF,317
local-authority,E07000198,317
local-authority,Q73072779,317
wikidata,Q73072779,317
billing-authority,E3437,317
addressbase-custodian,3435,317
statistical-geography,E07000198,317
local-authority-eng,STH,318
local-authority-eng,Q17021809,318
local-authority,STH,318
local-authority,E06000045,318
local-authority,Q17021809,318
wikidata,Q17021809,318
billing-authority,E1702,318
addressbase-custodian,1780,318
statistical-geography,E06000045,318
local-authority-eng,STN,319
local-authority-eng,Q7650288,319
local-authority,STN,319
local-authority,E09000029,319
local-authority,Q7650288,319
wikidata,Q7650288,319
billing-authority,E5048,319
addressbase-custodian,5870,319
statistical-geography,E09000029,319
local-authority-eng,STO,320
local-authority-eng,Q28401169,320
local-authority,STO,320
local-authority,E07000082,320
local-authority,Q28401169,320
wikidata,Q28401169,320
billing-authority,E1635,320
addressbase-custodian,1625,320
statistical-geography,E07000082,320
local-authority-eng,STR,321
local-authority-eng,Q73072781,321
local-authority,STR,321
local-authority,E07000221,321
local-authority,Q73072781,321
wikidata,Q73072781,321
billing-authority,E3734,321
addressbase-custodian,3720,321
statistical-geography,E07000221,321
local-authority-eng,STS,322
local-authority-eng,Q6386295,322
local-authority,STS,322
local-authority,E10000028,322
local-authority,Q6386295,322
wikidata,Q6386295,322
billing-authority,E3421,322
statistical-geography,E10000028,322
local-authority-eng,STT,323
local-authority-eng,Q17022493,323
local-authority,STT,323
local-authority,E06000004,323
local-authority,Q17022493,323
wikidata,Q17022493,323
billing-authority,E0704,323
addressbase-custodian,738,323
statistical-geography,E06000004,323
local-authority-eng,STV,324
local-authority-eng,Q7615422,324
local-authority,STV,324
local-authority,E07000243,324
local-authority,Q7615422,324
wikidata,Q7615422,324
billing-authority,E1937,324
addressbase-custodian,1935,324
statistical-geography,E07000243,324
local-authority-eng,STY,325
local-authority-eng,Q23463529,325
local-authority,STY,325
local-authority,E08000023,325
local-authority,Q23463529,325
wikidata,Q23463529,325
billing-authority,E4504,325
addressbase-custodian,4520,325
statistical-geography,E08000023,325
local-authority-eng,SUF,326
local-authority-eng,Q73072783,326
local-authority,SUF,326
local-authority,E07000205,326
local-authority,Q73072783,326
wikidata,Q73072783,326
billing-authority,E3536,326
addressbase-custodian,3530,326
statistical-geography,E07000205,326
local-authority-eng,SUR,327
local-authority-eng,Q73072785,327
local-authority,SUR,327
local-authority,E07000214,327
local-authority,Q73072785,327
wikidata,Q73072785,327
billing-authority,E3638,327
addressbase-custodian,3640,327
statistical-geography,E07000214,327
local-authority-eng,SWD,328
local-authority-eng,Q17040033,328
local-authority,SWD,328
local-authority,E06000030,328
local-authority,Q17040033,328
wikidata,Q17040033,328
billing-authority,E3901,328
addressbase-custodian,3935,328
statistical-geography,E06000030,328
local-authority-eng,SWK,329
local-authority-eng,Q7571153,329
local-authority,SWK,329
local-authority,E09000028,329
local-authority,Q7571153,329
wikidata,Q7571153,329
billing-authority,E5019,329
addressbase-custodian,5840,329
statistical-geography,E09000028,329
local-authority-eng,SWL,330
local-authority-eng,Q55098937,330
local-authority,SWL,330
local-authority,E07000113,330
local-authority,Q55098937,330
wikidata,Q55098937,330
billing-authority,E2241,330
addressbase-custodian,2255,330
statistical-geography,E07000113,330
local-authority-eng,SWT,331
local-authority-eng,Q60790331,331
local-authority,SWT,331
local-authority,E07000246,331
local-authority,Q60790331,331
wikidata,Q60790331,331
statistical-geography,E07000246,331
local-authority-eng,TAM,332
local-authority-eng,Q17041259,332
local-authority,TAM,332
local-authority,E08000008,332
local-authority,Q17041259,332
wikidata,Q17041259,332
billing-authority,E4208,332
addressbase-custodian,4240,332
statistical-geography,E08000008,332
local-authority-eng,TAN,333
local-authority-eng,Q73072790,333
local-authority,TAN,333
local-authority,E07000215,333
local-authority,Q73072790,333
wikidata,Q73072790,333
billing-authority,E3639,333
addressbase-custodian,3645,333
statistical-geography,E07000215,333
local-authority-eng,TAU,334
local-authority-eng,Q73072791,334
local-authority,TAU,334
local-authority,E07000190,334
local-authority,Q73072791,334
wikidata,Q73072791,334
billing-authority,E3333,334
addressbase-custodian,3315,334
statistical-geography,E07000190,334
local-authority-eng,TAW,335
local-authority-eng,Q73072788,335
local-authority,TAW,335
local-authority,E07000199,335
local-authority,Q73072788,335
wikidata,Q73072788,335
billing-authority,E3439,335
addressbase-custodian,3445,335
statistical-geography,E07000199,335
local-authority-eng,TEI,336
local-authority-eng,Q73072792,336
local-authority,TEI,336
local-authority,E07000045,336
local-authority,Q73072792,336
wikidata,Q73072792,336
billing-authority,E1137,336
addressbase-custodian,1130,336
statistical-geography,E07000045,336
local-authority-eng,TEN,337
local-authority-eng,Q73072799,337
local-authority,TEN,337
local-authority,E07000076,337
local-authority,Q73072799,337
wikidata,Q73072799,337
billing-authority,E1542,337
addressbase-custodian,1560,337
statistical-geography,E07000076,337
local-authority-eng,TES,338
local-authority-eng,Q73072801,338
local-authority,TES,338
local-authority,E07000093,338
local-authority,Q73072801,338
wikidata,Q73072801,338
billing-authority,E1742,338
addressbase-custodian,1760,338
statistical-geography,E07000093,338
local-authority-eng,TEW,339
local-authority-eng,Q27183368,339
local-authority,TEW,339
local-authority,E07000083,339
local-authority,Q27183368,339
wikidata,Q27183368,339
billing-authority,E1636,339
addressbase-custodian,1630,339
statistical-geography,E07000083,339
local-authority-eng,TFW,340
local-authority-eng,Q17059334,340
local-authority,TFW,340
local-authority,E06000020,340
local-authority,Q17059334,340
wikidata,Q17059334,340
billing-authority,E3201,340
addressbase-custodian,3240,340
statistical-geography,E06000020,340
local-authority-eng,THA,341
local-authority-eng,Q7710261,341
local-authority,THA,341
local-authority,E07000114,341
local-authority,Q7710261,341
wikidata,Q7710261,341
billing-authority,E2242,341
addressbase-custodian,2260,341
statistical-geography,E07000114,341
local-authority-eng,THE,342
local-authority-eng,Q7797746,342
local-authority,THE,342
local-authority,E07000102,342
local-authority,Q7797746,342
wikidata,Q7797746,342
billing-authority,E1938,342
addressbase-custodian,1940,342
statistical-geography,E07000102,342
local-authority-eng,THR,343
local-authority-eng,Q1646552,343
local-authority,THR,343
local-authority,E06000034,343
local-authority,Q1646552,343
wikidata,Q1646552,343
billing-authority,E1502,343
addressbase-custodian,1595,343
statistical-geography,E06000034,343
local-authority-eng,TOB,344
local-authority-eng,Q17034697,344
local-authority,TOB,344
local-authority,E06000027,344
local-authority,Q17034697,344
wikidata,Q17034697,344
billing-authority,E1102,344
addressbase-custodian,1165,344
statistical-geography,E06000027,344
local-authority-eng,TON,345
local-authority-eng,Q16901812,345
local-authority,TON,345
local-authority,E07000115,345
local-authority,Q16901812,345
wikidata,Q16901812,345
billing-authority,E2243,345
addressbase-custodian,2265,345
statistical-geography,E07000115,345
local-authority-eng,TOR,346
local-authority-eng,Q73072804,346
local-authority,TOR,346
local-authority,E07000046,346
local-authority,Q73072804,346
wikidata,Q73072804,346
billing-authority,E1139,346
addressbase-custodian,1145,346
statistical-geography,E07000046,346
local-authority-eng,TRF,347
local-authority-eng,Q17034839,347
local-authority,TRF,347
local-authority,E08000009,347
local-authority,Q17034839,347
wikidata,Q17034839,347
billing-authority,E4209,347
addressbase-custodian,4245,347
statistical-geography,E08000009,347
local-authority-eng,TUN,348
local-authority-eng,Q55098930,348
local-authority,TUN,348
local-authority,E07000116,348
local-authority,Q55098930,348
wikidata,Q55098930,348
billing-authority,E2244,348
addressbase-custodian,2270,348
statistical-geography,E07000116,348
local-authority-eng,TVCA,349
local-authority-eng,Q21061639,349
local-authority,TVCA,349
local-authority,E47000006,349
local-authority,Q21061639,349
wikidata,Q21061639,349
statistical-geography,E47000006,349
local-authority-eng,TWH,350
local-authority-eng,Q7829677,350
local-authority,TWH,350
local-authority,E09000030,350
local-authority,Q7829677,350
wikidata,Q7829677,350
billing-authority,E5020,350
addressbase-custodian,5900,350
statistical-geography,E09000030,350
local-authority-eng,UTT,351
local-authority-eng,Q73072805,351
local-authority,UTT,351
local-authority,E07000077,351
local-authority,Q73072805,351
wikidata,Q73072805,351
billing-authority,E1544,351
addressbase-custodian,1570,351
statistical-geography,E07000077,351
local-authority-eng,VAL,352
local-authority-eng,Q65090041,352
local-authority,VAL,352
local-authority,E07000180,352
local-authority,Q65090041,352
wikidata,Q65090041,352
billing-authority,E3134,352
addressbase-custodian,3120,352
statistical-geography,E07000180,352
local-authority-eng,WAE,353
local-authority-eng,Q73072816,353
local-authority,WAE,353
local-authority,E07000216,353
local-authority,Q73072816,353
wikidata,Q73072816,353
billing-authority,E3640,353
addressbase-custodian,3650,353
statistical-geography,E07000216,353
local-authority-eng,WAR,354
local-authority-eng,Q17066348,354
local-authority,WAR,354
local-authority,E10000031,354
local-authority,Q17066348,354
wikidata,Q17066348,354
billing-authority,E3720,354
statistical-geography,E10000031,354
local-authority-eng,WAT,355
local-authority-eng,Q7974596,355
local-authority,WAT,355
local-authority,E07000103,355
local-authority,Q7974596,355
wikidata,Q7974596,355
billing-authority,E1939,355
addressbase-custodian,1945,355
statistical-geography,E07000103,355
local-authority-eng,WAV,356
local-authority-eng,Q73072811,356
local-authority,WAV,356
local-authority,E07000206,356
local-authority,Q73072811,356
wikidata,Q73072811,356
billing-authority,E3537,356
addressbase-custodian,3535,356
statistical-geography,E07000206,356
local-authority-eng,WAW,357
local-authority-eng,Q73072810,357
local-authority,WAW,357
local-authority,E07000222,357
local-authority,Q73072810,357
wikidata,Q73072810,357
billing-authority,E3735,357
addressbase-custodian,3725,357
statistical-geography,E07000222,357
local-authority-eng,WBK,358
local-authority-eng,Q17041496,358
local-authority,WBK,358
local-authority,E06000037,358
local-authority,Q17041496,358
wikidata,Q17041496,358
billing-authority,E0302,358
addressbase-custodian,340,358
statistical-geography,E06000037,358
local-authority-eng,WDE,359
local-authority-eng,Q73072823,359
local-authority,WDE,359
local-authority,E07000047,359
local-authority,Q73072823,359
wikidata,Q73072823,359
billing-authority,E1140,359
addressbase-custodian,1150,359
statistical-geography,E07000047,359
local-authority-eng,WDO,360
local-authority-eng,Q73072826,360
local-authority,WDO,360
local-authority,E07000052,360
local-authority,Q73072826,360
wikidata,Q73072826,360
billing-authority,E1237,360
addressbase-custodian,1230,360
statistical-geography,E07000052,360
local-authority-eng,WEA,361
local-authority-eng,Q73072817,361
local-authority,WEA,361
local-authority,E07000065,361
local-authority,Q73072817,361
wikidata,Q73072817,361
billing-authority,E1437,361
addressbase-custodian,1435,361
statistical-geography,E07000065,361
local-authority-eng,WECA,362
local-authority-eng,Q24993670,362
local-authority,WECA,362
local-authority,E47000009,362
local-authority,Q24993670,362
wikidata,Q24993670,362
statistical-geography,E47000009,362
local-authority-eng,WEL,363
local-authority-eng,Q73072820,363
local-authority,WEL,363
local-authority,E07000156,363
local-authority,Q73072820,363
wikidata,Q73072820,363
billing-authority,E2837,363
addressbase-custodian,2835,363
statistical-geography,E07000156,363
local-authority-eng,WEW,364
local-authority-eng,Q7982137,364
local-authority,WEW,364
local-authority,E07000241,364
local-authority,Q7982137,364
wikidata,Q7982137,364
billing-authority,E1940,364
addressbase-custodian,1950,364
statistical-geography,E07000241,364
local-authority-eng,WEY,365
local-authority-eng,Q73072840,365
local-authority,WEY,365
local-authority,E07000053,365
local-authority,Q73072840,365
wikidata,Q73072840,365
billing-authority,E1238,365
addressbase-custodian,1235,365
statistical-geography,E07000053,365
local-authority-eng,WFT,366
local-authority-eng,Q7966606,366
local-authority,WFT,366
local-authority,E09000031,366
local-authority,Q7966606,366
wikidata,Q7966606,366
billing-authority,E5049,366
addressbase-custodian,5930,366
statistical-geography,E09000031,366
local-authority-eng,WGN,367
local-authority-eng,Q7999507,367
local-authority,WGN,367
local-authority,E08000010,367
local-authority,Q7999507,367
wikidata,Q7999507,367
billing-authority,E4210,367
addressbase-custodian,4250,367
statistical-geography,E08000010,367
local-authority-eng,WIL,368
local-authority-eng,Q1990879,368
local-authority,WIL,368
local-authority,E06000054,368
local-authority,Q1990879,368
wikidata,Q1990879,368
billing-authority,E3902,368
addressbase-custodian,3940,368
statistical-geography,E06000054,368
local-authority-eng,WIN,369
local-authority-eng,Q73072843,369
local-authority,WIN,369
local-authority,E07000094,369
local-authority,Q73072843,369
wikidata,Q73072843,369
billing-authority,E1743,369
addressbase-custodian,1765,369
statistical-geography,E07000094,369
local-authority-eng,WKF,370
local-authority-eng,Q7961061,370
local-authority,WKF,370
local-authority,E08000036,370
local-authority,Q7961061,370
wikidata,Q7961061,370
billing-authority,E4705,370
addressbase-custodian,4725,370
statistical-geography,E08000036,370
local-authority-eng,WLA,371
local-authority-eng,Q73072828,371
local-authority,WLA,371
local-authority,E07000127,371
local-authority,Q73072828,371
wikidata,Q73072828,371
billing-authority,E2343,371
addressbase-custodian,2365,371
statistical-geography,E07000127,371
local-authority-eng,WLI,372
local-authority-eng,Q73072831,372
local-authority,WLI,372
local-authority,E07000142,372
local-authority,Q73072831,372
wikidata,Q73072831,372
billing-authority,E2537,372
addressbase-custodian,2535,372
statistical-geography,E07000142,372
local-authority-eng,WLL,373
local-authority-eng,Q7963789,373
local-authority,WLL,373
local-authority,E08000030,373
local-authority,Q7963789,373
wikidata,Q7963789,373
billing-authority,E4606,373
addressbase-custodian,4630,373
statistical-geography,E08000030,373
local-authority-eng,WLV,374
local-authority-eng,Q8030462,374
local-authority,WLV,374
local-authority,E08000031,374
local-authority,Q8030462,374
wikidata,Q8030462,374
billing-authority,E4607,374
esd-inventories,329,374
addressbase-custodian,4635,374
statistical-geography,E08000031,374
local-authority-eng,WMCA,375
local-authority-eng,Q21061625,375
local-authority,WMCA,375
local-authority,E47000007,375
local-authority,Q21061625,375
wikidata,Q21061625,375
statistical-geography,E47000007,375
local-authority-eng,WND,376
local-authority-eng,Q7967311,376
local-authority,WND,376
local-authority,E09000032,376
local-authority,Q7967311,376
wikidata,Q7967311,376
