resource,addressbase-custodian,billing-authority,census-area,combined-authority,end-date,entry-date,esd-inventory,local-authority-type,local-resilience-forum,name,official-name,opendatacommunities-area,opendatacommunities-organisation,organisation,region,shielding-hub,start-date,statistical-geography,twitter,website,wikidata,wikipedia
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2005-04-02,2017-04-25,,,,North West Shropshire Education Action Zone,,,,government-organisation:OT667,,,,,,https://www.gov.uk/government/organisations/north-west-shropshire-education-action-zone,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Bristol Education Action Zone,,,,government-organisation:OT666,,,,,,https://www.gov.uk/government/organisations/bristol-education-action-zone,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Corby Education Action Zone,,,,government-organisation:OT665,,,,,,https://www.gov.uk/government/organisations/corby-education-action-zone,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2005-01-09,2017-04-25,,,,Downham and Bellingham Education Action Zone,,,,government-organisation:OT664,,,,,,https://www.gov.uk/government/organisations/downham-and-bellingham-education-action-zone,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2005-01-09,2017-04-25,,,,Leigh Park Education Action Zone,,,,government-organisation:OT663,,,,,,https://www.gov.uk/government/organisations/leigh-park-education-action-zone,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Bedford Education Action Zone,,,,government-organisation:OT662,,,,,,https://www.gov.uk/government/organisations/bedford-education-action-zone,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Parliamentary Contributory Pension Fund,,,,government-organisation:OT661,,,,,,https://www.gov.uk/government/organisations/parliamentary-contributory-pension-fund,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2004-08-02,2017-04-25,,,,Public Health Laboratory Service Board,,,,government-organisation:EA660,,,,,,https://www.gov.uk/government/organisations/public-health-laboratory-service-board,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Probation Board for Northern Ireland,,,,government-organisation:OT659,,,,,,https://www.gov.uk/government/organisations/probation-board-for-northern-ireland,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,"National Endowment for Science, Technology and the Arts",,,,government-organisation:OT658,,,,,,https://www.gov.uk/government/organisations/national-endowment-for-science-technology-and-the-arts,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Police Service of Northern Ireland,,,,government-organisation:OT657,,,,,,https://www.gov.uk/government/organisations/police-service-of-northern-ireland,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,National Biological Standards Board,,,,government-organisation:EA656,,,,,,https://www.gov.uk/government/organisations/national-biological-standards-board,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2004-11-30,2017-04-25,,,,Southend Education Action Zone,,,,government-organisation:OT655,,,,,,https://www.gov.uk/government/organisations/southend-education-action-zone,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2005-01-09,2017-04-25,,,,Peterlee Education Action Zone,,,,government-organisation:OT654,,,,,,https://www.gov.uk/government/organisations/peterlee-education-action-zone,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2005-01-09,2017-04-25,,,,Sunderland Education Action Zone,,,,government-organisation:OT653,,,,,,https://www.gov.uk/government/organisations/sunderland-education-action-zone,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2005-01-09,2017-04-25,,,,Stoke Education Action Zone,,,,government-organisation:OT652,,,,,,https://www.gov.uk/government/organisations/stoke-education-action-zone,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2004-11-30,2017-04-25,,,,North Islington Education Action Zone,,,,government-organisation:OT651,,,,,,https://www.gov.uk/government/organisations/north-islington-education-action-zone,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2005-01-09,2017-04-25,,,,Easington and Seaham Education Action Zone,,,,government-organisation:OT650,,,,,,https://www.gov.uk/government/organisations/easington-and-seaham-education-action-zone,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Northern Ireland Policing Board,,,,government-organisation:OT649,,,,,,https://www.gov.uk/government/organisations/northern-ireland-policing-board,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2005-01-09,2017-04-25,,,,Withernsea and Southern Holderness Education Action Zone,,,,government-organisation:OT648,,,,,,https://www.gov.uk/government/organisations/withernsea-and-southern-holderness-education-action-zone,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2004-11-30,2017-04-25,,,,Telford and Wrekin Education Action Zone,,,,government-organisation:OT647,,,,,,https://www.gov.uk/government/organisations/telford-and-wrekin-education-action-zone,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2004-11-30,2017-04-25,,,,North East Derbyshire Coalfields Education Action Zone,,,,government-organisation:OT646,,,,,,https://www.gov.uk/government/organisations/north-east-derbyshire-coalfields-education-action-zone,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2005-04-30,2017-04-25,,,,Westminster Education Action Zone,,,,government-organisation:OT645,,,,,,https://www.gov.uk/government/organisations/westminster-education-action-zone,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,"Northern Ireland Council for the Curriculum, Examinations and Assessment",,,,government-organisation:OT644,,,,,,https://www.gov.uk/government/organisations/northern-ireland-council-for-the-curriculum-examinations-and-assessment,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2004-11-30,2017-04-25,,,,Dudley Education Action Zone,,,,government-organisation:OT643,,,,,,https://www.gov.uk/government/organisations/dudley-education-action-zone,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2010-07-01,2017-04-25,,,,Scottish Screen,,,,government-organisation:OT642,,,,,,https://www.gov.uk/government/organisations/scottish-screen,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2004-09-06,2017-04-25,,,,Hamilton Oxford Education Action Zone,,,,government-organisation:OT641,,,,,,https://www.gov.uk/government/organisations/hamilton-oxford-education-action-zone,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Bolton Education Action Zone,,,,government-organisation:OT640,,,,,,https://www.gov.uk/government/organisations/bolton-education-action-zone,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2004-11-30,2017-04-25,,,,Wednesbury Education Action Zone,,,,government-organisation:OT639,,,,,,https://www.gov.uk/government/organisations/wednesbury-education-action-zone,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2005-01-09,2017-04-25,,,,Wolverhampton Education Action Zone,,,,government-organisation:OT638,,,,,,https://www.gov.uk/government/organisations/wolverhampton-education-action-zone,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2004-09-05,2017-04-25,,,,Greenwich Education Action Zone,,,,government-organisation:OT637,,,,,,https://www.gov.uk/government/organisations/greenwich-education-action-zone,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Office of the Police Ombudsman for Northern Ireland,,,,government-organisation:OT636,,,,,,https://www.gov.uk/government/organisations/office-of-the-police-ombudsman-for-northern-ireland,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Equitable Life Inquiry,,,,government-organisation:OT635,,,,,,https://www.gov.uk/government/organisations/equitable-life-inquiry,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Northern Ireland Audit Office,,,,government-organisation:OT634,,,,,,https://www.gov.uk/government/organisations/northern-ireland-audit-office,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2006-04-01,2017-04-25,,,,NHS Pensions Agency,,,,government-organisation:EA633,,,,,,https://www.gov.uk/government/organisations/nhs-pensions-agency,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Kitts Green and Shard End Education Action Zone,,,,government-organisation:OT632,,,,,,https://www.gov.uk/government/organisations/kitts-green-and-shard-end-education-action-zone,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Department of Inland Revenue,,,,government-organisation:D631,,,,,,https://www.gov.uk/government/organisations/department-of-inland-revenue,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Rivers Agency,,,,government-organisation:EA630,,,,,,https://www.gov.uk/government/organisations/rivers-agency,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2004-04-01,2017-04-25,,,,National Care Standards Commission,,,,government-organisation:OT629,,,,,,https://www.gov.uk/government/organisations/national-care-standards-commission,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2005-04-16,2017-04-25,,,,Derby North East Education Action Zone,,,,government-organisation:OT628,,,,,,https://www.gov.uk/government/organisations/derby-north-east-education-action-zone,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Public Accounts Commission,,,,government-organisation:OT627,,,,,,https://www.gov.uk/government/organisations/public-accounts-commission,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2007-09-01,2017-04-25,,,,Gaming Board for Great Britain,,,,government-organisation:OT626,,,,,,https://www.gov.uk/government/organisations/gaming-board-for-great-britain,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2010-04-01,2017-04-25,,,,Qualifications and Curriculum Authority,,,,government-organisation:EA624,,,,,,https://www.gov.uk/government/organisations/qualifications-and-curriculum-authority,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2001-01-30,2017-04-25,,,,Royal Liverpool Childrens Inquiry,,,,government-organisation:OT622,,,,,,https://www.gov.uk/government/organisations/royal-liverpool-childrens-inquiry,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Independent Review of Police Officer and Staff Remuneration and Conditions,,,,government-organisation:OT619,,,,,,https://www.gov.uk/government/organisations/independent-review-of-police-officer-and-staff-remuneration-and-conditions,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2008-04-01,2017-04-25,,,,Office of HM Paymaster General,,,,government-organisation:OT618,,,,,,https://www.gov.uk/government/organisations/office-of-hm-paymaster-general,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Independent Review of the UK Postal Services Sector,,,,government-organisation:OT616,,,,,,https://www.gov.uk/government/organisations/independent-review-of-the-uk-postal-services-sector,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2011-01-01,2017-04-25,,,,Independent Monitoring Commission,,,,government-organisation:OT615,,,,,,https://www.gov.uk/government/organisations/independent-monitoring-commission,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2008-04-01,2017-04-25,,,,Statistics Commission,,,,government-organisation:OT614,,,,,,https://www.gov.uk/government/organisations/statistics-commission,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Scottish Law Commission,,,,government-organisation:OT612,,,,,,https://www.gov.uk/government/organisations/scottish-law-commission,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Office for Criminal Justice Reform,,,,government-organisation:OT610,,,,,,https://www.gov.uk/government/organisations/office-for-criminal-justice-reform,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,"Department for Innovation, Universities and Skills",,,,government-organisation:D608,,,,,,https://www.gov.uk/government/organisations/department-for-innovation-universities-and-skills,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2011-04-01,2017-04-25,,,,Royal Commission on Environmental Pollution,,,,government-organisation:OT606,,,,,,https://www.gov.uk/government/organisations/royal-commission-on-environmental-pollution,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Department of Finance and Personnel for Northern Ireland,,,,government-organisation:D605,,,,,,https://www.gov.uk/government/organisations/department-of-finance-and-personnel-for-northern-ireland,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Review Body for Nursing and Other Health Professions,,,,government-organisation:OT604,,,,,,https://www.gov.uk/government/organisations/review-body-for-nursing-and-other-health-professions,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,HM Courts Service,,,,government-organisation:EA601,,,,,,https://www.gov.uk/government/organisations/hm-court-service,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Office of the Legal Services Complaints Commissioner,,,,government-organisation:OT600,,,,,,https://www.gov.uk/government/organisations/office-of-the-legal-services-complaints-commissioner,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2005-07-18,2017-04-25,,,,Kerr / Haslam Inquiry,,,,government-organisation:OT599,,,,,,https://www.gov.uk/government/organisations/kerr-haslam-inquiry,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2007-05-09,2017-04-25,,,,Department of Constitutional Affairs,,,,government-organisation:D598,,,,,,https://www.gov.uk/government/organisations/department-of-constitutional-affairs,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2005-01-27,2017-04-25,,,,Shipman Inquiry,,,,government-organisation:OT597,,,,,,https://www.gov.uk/government/organisations/shipman-inquiry,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2003-01-28,2017-04-25,,,,Victoria Climbié Inquiry,,,,government-organisation:OT596,,,,,,https://www.gov.uk/government/organisations/victoria-climbi_-inquiry,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2003-06-12,2017-04-25,,,,Lord Chancellor's Department,,,,government-organisation:D595,,,,,,https://www.gov.uk/government/organisations/lord-chancellors-department,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Board of Inland Revenue,,,,government-organisation:OT594,,,,,,https://www.gov.uk/government/organisations/board-of-inland-revenue,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,1993-01-01,2017-04-25,,,,Royal Commission on Criminal Justice,,,,government-organisation:OT593,,,,,,https://www.gov.uk/government/organisations/royal-commission-on-criminal-justice,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,1999-04-01,2017-04-25,,,,Monopolies and Mergers Commission,,,,government-organisation:OT592,,,,,,https://www.gov.uk/government/organisations/monopolies-and-mergers-commission,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Department of the Environment (Northern Ireland),,,,government-organisation:D591,,,,,,https://www.gov.uk/government/organisations/department-of-the-environment,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,1999-07-01,2017-04-25,,,,Welsh Office,,,,government-organisation:OT590,,,,,,https://www.gov.uk/government/organisations/welsh-office,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Animal Procedures Committee,,,,government-organisation:OT589,,,,,,https://www.gov.uk/government/organisations/animal-procedures-committee,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2004-01-31,2017-04-25,,,,Firearms Consultative Committee,,,,government-organisation:OT588,,,,,,https://www.gov.uk/government/organisations/firearms-consultative-committee,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Department of Trade and Industry,,,,government-organisation:D586,,,,,,https://www.gov.uk/government/organisations/department-of-trade-and-industry,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Department of Education (Northern Ireland),,,,government-organisation:D585,,,,,,https://www.gov.uk/government/organisations/department-of-education,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2001-01-01,2017-04-25,,,,Department of Social Security,,,,government-organisation:D584,,,,,,https://www.gov.uk/government/organisations/department-of-social-security,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2007-01-01,2017-04-25,,,,Department for Education and Skills,,,,government-organisation:D583,,,,,,https://www.gov.uk/government/organisations/department-for-education-and-skills,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,1999-01-01,2017-04-25,,,,Scottish Office,,,,government-organisation:D582,,,,,,https://www.gov.uk/government/organisations/scottish-office,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Queen's Harbour Master,,,,government-organisation:OT581,,,,,,https://www.gov.uk/government/organisations/queens-harbour-master,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,National Crime Agency Remuneration Review Body,,,,government-organisation:PB580,,,,,,https://www.gov.uk/government/organisations/national-crime-agency-remuneration-review-body,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Independent Case Examiner,,,,government-organisation:OT579,,,,,,https://www.gov.uk/government/organisations/independent-case-examiner,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Social Science Research Committee,,,,government-organisation:PB578,,,,,,https://www.gov.uk/government/organisations/social-science-research-committee,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,General Advisory Committee on Science,,,,government-organisation:PB577,,,,,,https://www.gov.uk/government/organisations/general-advisory-committee-on-science,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,"Committee on Toxicity of Chemicals in Food, Consumer Products and the Environment",,,,government-organisation:PB576,,,,,,https://www.gov.uk/government/organisations/committee-on-toxicity-of-chemicals-in-food-consumer-products-and-the-environment,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Advisory Committee on the Microbiological Safety of Food,,,,government-organisation:PB575,,,,,,https://www.gov.uk/government/organisations/advisory-committee-on-the-microbiological-safety-of-food,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Advisory Committee on Novel Foods and Processes,,,,government-organisation:PB574,,,,,,https://www.gov.uk/government/organisations/advisory-committee-on-novel-foods-and-processes,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Advisory Committee on Animal Feedingstuffs,,,,government-organisation:PB573,,,,,,https://www.gov.uk/government/organisations/advisory-committee-on-animal-feedingstuffs,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Wave Hub,,,,government-organisation:OT572,,,,,,https://www.gov.uk/government/organisations/wave-hub,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Tate,,,,government-organisation:PB571,,,,,,https://www.gov.uk/government/organisations/tate,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Driver and Vehicle Standards Agency,,,,government-organisation:EA570,,,,,,https://www.gov.uk/government/organisations/driver-and-vehicle-standards-agency,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Better Regulation Delivery Office,,,,government-organisation:OT569,,,,,,https://www.gov.uk/government/organisations/better-regulation-delivery-office,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Centre for the Protection of National Infrastructure,,,,government-organisation:OT567,,,,,,https://www.gov.uk/government/organisations/centre-for-the-protection-of-national-infrastructure,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Open Public Services,,,,government-organisation:OT566,,,,,,https://www.gov.uk/government/organisations/open-public-services,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Morecambe Bay Investigation,,,,government-organisation:OT565,,,,,,https://www.gov.uk/government/organisations/morecambe-bay-investigation,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Bona Vacantia,,,,government-organisation:OT564,,,,,,https://www.gov.uk/government/organisations/bona-vacantia,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,CESG,,,,government-organisation:OT563,,,,,,https://www.gov.uk/government/organisations/cesg,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Healthcare UK,,,,government-organisation:OT559,,,,,,https://www.gov.uk/government/organisations/healthcare-uk,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,National Crime Agency,,,,government-organisation:PB558,,,,,,https://www.gov.uk/government/organisations/national-crime-agency,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Legal Aid Agency,,,,government-organisation:EA556,,,,,,https://www.gov.uk/government/organisations/legal-aid-agency,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Government Office for Science,,,,government-organisation:OT555,,,,,,https://www.gov.uk/government/organisations/government-office-for-science,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,UK Visas and Immigration,,,,government-organisation:OT554,,,,,,https://www.gov.uk/government/organisations/uk-visas-and-immigration,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Office of the Regulator of Community Interest Companies,,,,government-organisation:OT553,,,,,,https://www.gov.uk/government/organisations/office-of-the-regulator-of-community-interest-companies,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Surveillance Camera Commissioner,,,,government-organisation:OT552,,,,,,https://www.gov.uk/government/organisations/surveillance-camera-commissioner,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Groceries Code Adjudicator,,,,government-organisation:OT551,,,,,,https://www.gov.uk/government/organisations/groceries-code-adjudicator,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Competition and Markets Authority,,,,government-organisation:D550,,,,,,https://www.gov.uk/government/organisations/competition-and-markets-authority,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Government Estates Management,,,,government-organisation:OT549,,,,,,https://www.gov.uk/government/organisations/government-estates-management,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Biometrics Commissioner,,,,government-organisation:OT548,,,,,,https://www.gov.uk/government/organisations/biometrics-commissioner,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Yorkshire Dales National Park Authority,,,,government-organisation:OT547,,,,,,https://www.gov.uk/government/organisations/yorkshire-dales-national-park-authority,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,South Downs National Park Authority,,,,government-organisation:OT546,,,,,,https://www.gov.uk/government/organisations/south-downs-national-park-authority,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Peak District National Park Authority,,,,government-organisation:OT545,,,,,,https://www.gov.uk/government/organisations/peak-district-national-park,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Northumberland National Park Authority,,,,government-organisation:OT543,,,,,,https://www.gov.uk/government/organisations/northumberland-national-park-authority,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2016-01-01,2017-04-25,,,,Infrastructure UK,,,,government-organisation:OT540,,,,,,https://www.gov.uk/government/organisations/infrastructure-uk,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Health Education England,,,,government-organisation:OT539,,,,,,https://www.gov.uk/government/organisations/health-education-england,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Health and Social Care Information Centre,,,,government-organisation:OT538,,,,,,https://www.gov.uk/government/organisations/health-and-social-care-information-centre,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2015-05-08,2017-04-25,,,,Deputy Prime Minister's Office,,,,government-organisation:OT537,,,,,,https://www.gov.uk/government/organisations/deputy-prime-ministers-office,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Forensic Science Regulator,,,,government-organisation:OT536,,,,,,https://www.gov.uk/government/organisations/forensic-science-regulator,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Border Force,,,,government-organisation:OT535,,,,,,https://www.gov.uk/government/organisations/border-force,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Animals in Science Committee,,,,government-organisation:PB534,,,,,,https://www.gov.uk/government/organisations/animals-in-science-committee,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Broadmoor Hospital investigation,,,,government-organisation:OT533,,,,,,https://www.gov.uk/government/organisations/investigation-into-the-role-of-jimmy-savile-at-broadmoor-hospital,,
