resource,addressbase-custodian,billing-authority,census-area,combined-authority,end-date,entry-date,esd-inventory,local-authority-type,local-resilience-forum,name,official-name,opendatacommunities-area,opendatacommunities-organisation,organisation,region,shielding-hub,start-date,statistical-geography,twitter,website,wikidata,wikipedia
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,1992-01-01,2017-04-25,,,,Polytechnics and Colleges Funding Council,,,,government-organisation:OT980,,,,,,https://www.gov.uk/government/organisations/polytechnics-and-colleges-funding-council,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,1998-01-01,2017-04-25,,,,Office of the Data Protection Registrar,,,,government-organisation:OT979,,,,,,https://www.gov.uk/government/organisations/office-of-the-data-protection-registrar,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2003-01-01,2017-04-25,,,,Oftel,,,,government-organisation:OT978,,,,,,https://www.gov.uk/government/organisations/oftel,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2003-12-29,2017-04-25,,,,Office of Telecommunications,,,,government-organisation:OT977,,,,,,https://www.gov.uk/government/organisations/office-of-telecommunications,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Office of the Lay Observer,,,,government-organisation:OT976,,,,,,https://www.gov.uk/government/organisations/office-of-the-lay-observer,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,1991-01-01,2017-04-25,,,,Nature Conservancy Council,,,,government-organisation:OT975,,,,,,https://www.gov.uk/government/organisations/nature-conservancy-council,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,1983-01-01,2017-04-25,,,,Exchequer and Audit Department,,,,government-organisation:D974,,,,,,https://www.gov.uk/government/organisations/exchequer-and-audit-department,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Council on Tribunals,,,,government-organisation:PB973,,,,,,https://www.gov.uk/government/organisations/council-on-tribunals,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Azelle Rodney Inquiry,,,,government-organisation:OT972,,,,,,https://www.gov.uk/government/organisations/azelle-rodney-inquiry,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Professional Standards Authority for Health and Social Care,,,,government-organisation:OT971,,,,,,https://www.gov.uk/government/organisations/professional-standards-authority-for-health-and-social-care,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Royal Mail,,,,government-organisation:PC970,,,,,,https://www.gov.uk/government/organisations/royal-mail,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Mid Staffordshire NHS Foundation Trust Public Inquiry 2013,,,,government-organisation:OT969,,,,,,https://www.gov.uk/government/organisations/mid-staffordshire-nhs-foundation-trust-public-inquiry,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Patrick Finucane Review,,,,government-organisation:OT968,,,,,,https://www.gov.uk/government/organisations/patrick-finucane-review,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-01-01,2017-04-25,,,,Leveson Inquiry,,,,government-organisation:OT967,,,,,,https://www.gov.uk/government/organisations/leveson-inquiry,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-09-12,2017-04-25,,,,Hillsborough Independent Panel,,,,government-organisation:OT966,,,,,,https://www.gov.uk/government/organisations/hillsborough-independent-panel,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Creative Scotland,,,,government-organisation:OT964,,,,,,https://www.gov.uk/government/organisations/creative-scotland,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Baha Mousa Inquiry,,,,government-organisation:OT963,,,,,,https://www.gov.uk/government/organisations/baha-mousa-inquiry,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Public Prosecution Service for Northern Ireland,,,,government-organisation:OT962,,,,,,https://www.gov.uk/government/organisations/public-prosecution-service-for-northern-ireland,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2011-07-13,2017-04-25,,,,Firebuy,,,,government-organisation:OT961,,,,,,https://www.gov.uk/government/organisations/firebuy,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-03-31,2017-04-25,,,,Young People's Learning Agency,,,,government-organisation:EA960,,,,,,https://www.gov.uk/government/organisations/young-peoples-learning-agency,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-03-31,2017-04-25,,,,North West Development Agency,,,,government-organisation:EA959,,,,,,https://www.gov.uk/government/organisations/north-west-development-agency,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2011-01-01,2017-04-25,,,,Mull of Kintyre Review,,,,government-organisation:OT958,,,,,,https://www.gov.uk/government/organisations/mull-of-kintyre-review,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,English Institute of Sport,,,,government-organisation:OT957,,,,,,https://www.gov.uk/government/organisations/english-institute-of-sport,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-04-01,2017-04-25,,,,Qualifications and Curriculum Development Agency,,,,government-organisation:EA956,,,,,,https://www.gov.uk/government/organisations/qualifications-and-curriculum-development-agency,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-01-01,2017-04-25,,,,Office for Tenants and Social Landlords,,,,government-organisation:EA955,,,,,,https://www.gov.uk/government/organisations/office-for-tenants-and-social-landlords,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2011-05-23,2017-04-25,,,,Rosemary Nelson Inquiry,,,,government-organisation:OT954,,,,,,https://www.gov.uk/government/organisations/rosemary-nelson-inquiry,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2010-11-30,2017-04-25,,,,SITPRO,,,,government-organisation:OT953,,,,,,https://www.gov.uk/government/organisations/sitpro,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Redfern Inquiry,,,,government-organisation:OT952,,,,,,https://www.gov.uk/government/organisations/redfern-inquiry,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Billy Wright Inquiry,,,,government-organisation:OT951,,,,,,https://www.gov.uk/government/organisations/billy-wright-inquiry,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,CO2Sense,,,,government-organisation:OT950,,,,,,https://www.gov.uk/government/organisations/co2sense,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-12-31,2017-04-25,,,,Asset Protection Agency,,,,government-organisation:EA949,,,,,,https://www.gov.uk/government/organisations/asset-protection-agency,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-01-31,2017-04-25,,,,Infrastructure Planning Commission,,,,government-organisation:OT947,,,,,,https://www.gov.uk/government/organisations/infrastructure-planning-commission,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-01-01,2017-04-25,,,,Royal Trustees' Office,,,,government-organisation:OT946,,,,,,https://www.gov.uk/government/organisations/royal-trustees-office,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-06-30,2017-04-25,,,,Office of the Health Professions Adjudicator,,,,government-organisation:OT945,,,,,,https://www.gov.uk/government/organisations/office-of-the-health-professions-adjudicator,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Bloody Sunday Inquiry,,,,government-organisation:OT944,,,,,,https://www.gov.uk/government/organisations/bloody-sunday-inquiry,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,1999-10-25,2017-04-25,,,,Office of the Commissioner for Protection Against Unlawful Industrial Action,,,,government-organisation:OT941,,,,,,https://www.gov.uk/government/organisations/office-of-the-commissioner-for-protection-against-unlawful-industrial-action,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Office of the Commissioner for the Rights of Trade Union Members,,,,government-organisation:OT940,,,,,,https://www.gov.uk/government/organisations/office-of-the-commissioner-for-the-rights-of-trade-union-members,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2011-10-01,2017-04-25,,,,School Food Trust,,,,government-organisation:OT938,,,,,,https://www.gov.uk/government/organisations/school-food-trust,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Northern Ireland Law Commission,,,,government-organisation:OT937,,,,,,https://www.gov.uk/government/organisations/northern-ireland-law-commission,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-05-31,2017-04-25,,,,"Museums, Libraries and Archives Council",,,,government-organisation:OT936,,,,,,https://www.gov.uk/government/organisations/museums-libraries-and-archives-council,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Northern Ireland Police Fund,,,,government-organisation:OT935,,,,,,https://www.gov.uk/government/organisations/northern-ireland-police-fund,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Tenant Services Authority,,,,government-organisation:EA934,,,,,,https://www.gov.uk/government/organisations/tenant-services-authority,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Nimrod Review,,,,government-organisation:OT933,,,,,,https://www.gov.uk/government/organisations/nimrod-review,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2011-03-31,2017-04-25,,,,British Educational Communications and Technology Agency,,,,government-organisation:EA932,,,,,,https://www.gov.uk/government/organisations/british-educational-communications-and-technology-agency,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2009-10-02,2017-04-25,,,,Working Ventures UK,,,,government-organisation:OT930,,,,,,https://www.gov.uk/government/organisations/working-ventures-uk,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,National College for School Leadership,,,,government-organisation:EA929,,,,,,https://www.gov.uk/government/organisations/national-college-for-school-leadership,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2011-03-31,2017-04-25,,,,Capacitybuilders,,,,government-organisation:OT928,,,,,,https://www.gov.uk/government/organisations/capacitybuilders,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Advantage West Midlands,,,,government-organisation:EA927,,,,,,https://www.gov.uk/government/organisations/advantage-west-midlands,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-07-30,2017-04-25,,,,Child Maintenance and Enforcement Commission,,,,government-organisation:OT926,,,,,,https://www.gov.uk/government/organisations/child-maintenance-and-enforcement-commission,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,ICL Inquiry,,,,government-organisation:OT925,,,,,,https://www.gov.uk/government/organisations/icl-inquiry,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,"Pension, Disability and Carers Service",,,,government-organisation:EA924,,,,,,https://www.gov.uk/government/organisations/pension-disability-and-carers-service,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-06-30,2017-04-25,,,,Yorkshire Forward,,,,government-organisation:EA923,,,,,,https://www.gov.uk/government/organisations/yorkshire-forward,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2014-01-23,2017-04-25,,,,Northwest Business Link,,,,government-organisation:EA922,,,,,,https://www.gov.uk/government/organisations/northwest-business-link,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-06-30,2017-04-25,,,,One North East,,,,government-organisation:EA921,,,,,,https://www.gov.uk/government/organisations/one-north-east,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-07-01,2017-04-25,,,,Northwest Regional Development Agency,,,,government-organisation:EA920,,,,,,https://www.gov.uk/government/organisations/northwest-regional-development-agency,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-01-01,2017-04-25,,,,South East England Development Agency,,,,government-organisation:EA919,,,,,,https://www.gov.uk/government/organisations/south-east-england-development-agency,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-01-01,2017-04-25,,,,South West of England Regional Development Agency,,,,government-organisation:EA918,,,,,,https://www.gov.uk/government/organisations/south-west-of-england-regional-development-agency,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-07-01,2017-04-25,,,,East of England Development Agency,,,,government-organisation:EA917,,,,,,https://www.gov.uk/government/organisations/east-of-england-development-agency,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-04-01,2017-04-25,,,,Local Better Regulation Office,,,,government-organisation:OT916,,,,,,https://www.gov.uk/government/organisations/local-better-regulation-office,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-03-31,2017-04-25,,,,Children's Workforce Development Council,,,,government-organisation:OT915,,,,,,https://www.gov.uk/government/organisations/childrens-workforce-development-council,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2014-11-30,2017-04-25,,,,Independent Safeguarding Authority,,,,government-organisation:OT914,,,,,,https://www.gov.uk/government/organisations/independent-safeguarding-authority,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Parole Commissioners for Northern Ireland,,,,government-organisation:OT913,,,,,,https://www.gov.uk/government/organisations/parole-commissioners-for-northern-ireland,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-03-30,2017-04-25,,,,East Midlands Development Agency (emda),,,,government-organisation:EA912,,,,,,https://www.gov.uk/government/organisations/east-midlands-development-agency-emda,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Buying Solutions,,,,government-organisation:OT911,,,,,,https://www.gov.uk/government/organisations/buying-solutions,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Phoenix Sports,,,,government-organisation:OT910,,,,,,https://www.gov.uk/government/organisations/phoenix-sports,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2011-03-31,2017-04-25,,,,Commission for the Compact,,,,government-organisation:OT909,,,,,,https://www.gov.uk/government/organisations/commission-for-the-compact,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Wales Audit Office,,,,government-organisation:OT908,,,,,,https://www.gov.uk/government/organisations/wales-audit-office,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-07-02,2017-04-25,,,,Professional Oversight Board,,,,government-organisation:OT906,,,,,,https://www.gov.uk/government/organisations/professional-oversight-board,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2008-12-17,2017-04-25,,,,Sutherland Inquiry,,,,government-organisation:OT905,,,,,,https://www.gov.uk/government/organisations/sutherland-inquiry,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,National Policing Improvement Agency,,,,government-organisation:EA904,,,,,,https://www.gov.uk/government/organisations/national-policing-improvement-agency,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2010-07-05,2017-04-25,,,,Personal Accounts Delivery Authority,,,,government-organisation:OT903,,,,,,https://www.gov.uk/government/organisations/personal-accounts-delivery-authority,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2008-04-01,2017-04-25,,,,Horticultural Development Council,,,,government-organisation:OT902,,,,,,https://www.gov.uk/government/organisations/horticultural-development-council,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2011-04-01,2017-04-25,,,,Renewable Fuels Agency,,,,government-organisation:EA901,,,,,,https://www.gov.uk/government/organisations/renewable-fuels-agency,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2011-04-01,2017-04-25,,,,Animal Health,,,,government-organisation:EA900,,,,,,https://www.gov.uk/government/organisations/animal-health,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2013-04-01,2017-04-25,,,,NHS Information Centre,,,,government-organisation:OT899,,,,,,https://www.gov.uk/government/organisations/nhs-information-centre,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2010-04-01,2017-04-25,,,,Postgraduate Medical Education and Training Board,,,,government-organisation:OT897,,,,,,https://www.gov.uk/government/organisations/postgraduate-medical-education-and-training-board,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Investors in People UK,,,,government-organisation:OT896,,,,,,https://www.gov.uk/government/organisations/investors-in-people-uk,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-01-31,2017-04-25,,,,Standards Board for England,,,,government-organisation:OT895,,,,,,https://www.gov.uk/government/organisations/standards-board-for-england,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Design Council,,,,government-organisation:OT893,,,,,,https://www.gov.uk/government/organisations/design-council,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,National School of Government,,,,government-organisation:OT891,,,,,,https://www.gov.uk/government/organisations/national-school-of-government,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Commission for Rural Communities,,,,government-organisation:OT890,,,,,,https://www.gov.uk/government/organisations/commission-for-rural-communities,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2009-03-31,2017-04-25,,,,Healthcare Commission,,,,government-organisation:OT889,,,,,,https://www.gov.uk/government/organisations/healthcare-commission,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2008-04-01,2017-04-25,,,,British Potato Council,,,,government-organisation:OT887,,,,,,https://www.gov.uk/government/organisations/british-potato-council,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,1997-01-01,2017-04-25,,,,English Sports Council,,,,government-organisation:OT886,,,,,,https://www.gov.uk/government/organisations/english-sports-council,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Identity and Passport Service,,,,government-organisation:OT885,,,,,,https://www.gov.uk/government/organisations/identity-and-passport-service,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-04-01,2017-04-25,,,,Defence Vetting Agency,,,,government-organisation:EA884,,,,,,https://www.gov.uk/government/organisations/defence-vetting-agency,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2007-04-01,2017-04-25,,,,Defence Bills Agency,,,,government-organisation:EA883,,,,,,https://www.gov.uk/government/organisations/defence-bills-agency,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2011-07-06,2017-04-25,,,,"People, Pay and Pensions Agency",,,,government-organisation:EA882,,,,,,https://www.gov.uk/government/organisations/people-pay-and-pensions-agency,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Northern Ireland Judicial Appointments Commission,,,,government-organisation:OT880,,,,,,https://www.gov.uk/government/organisations/northern-ireland-judicial-appointments-commission,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2009-04-01,2017-04-25,,,,Rent Service,,,,government-organisation:EA879,,,,,,https://www.gov.uk/government/organisations/rent-service,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,British Forces Post Office,,,,government-organisation:OT878,,,,,,https://www.gov.uk/government/organisations/british-forces-post-office,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Life Sentence Review Commissioners,,,,government-organisation:OT877,,,,,,https://www.gov.uk/government/organisations/life-sentence-review-commissioners,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2008-04-01,2017-04-25,,,,Meat and Livestock Commission,,,,government-organisation:OT876,,,,,,https://www.gov.uk/government/organisations/meat-and-livestock-commission,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2007-04-01,2017-04-25,,,,Particle Physics and Astronomy Research Council,,,,government-organisation:OT875,,,,,,https://www.gov.uk/government/organisations/particle-physics-and-astronomy-research-council,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2008-12-01,2017-04-25,,,,English Partnerships,,,,government-organisation:EA874,,,,,,https://www.gov.uk/government/organisations/english-partnerships,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2010-03-31,2017-04-25,,,,Meat Hygiene Service,,,,government-organisation:EA873,,,,,,https://www.gov.uk/government/organisations/meat-hygiene-service,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2008-01-01,2017-04-25,,,,Pesticides Safety Directorate,,,,government-organisation:OT872,,,,,,https://www.gov.uk/government/organisations/pesticides-safety-directorate,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2006-03-21,2017-04-25,,,,Enterprise Ulster,,,,government-organisation:OT871,,,,,,https://www.gov.uk/government/organisations/enterprise-ulster,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Food Safety Promotion Board,,,,government-organisation:PB870,,,,,,https://www.gov.uk/government/organisations/food-safety-promotion-board,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Waterways Ireland,,,,government-organisation:OT869,,,,,,https://www.gov.uk/government/organisations/waterways-ireland,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,National Museums and Galleries of Northern Ireland,,,,government-organisation:OT868,,,,,,https://www.gov.uk/government/organisations/national-museums-and-galleries-of-northern-ireland,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Revenue and Customs Prosecutions Office,,,,government-organisation:OT867,,,,,,https://www.gov.uk/government/organisations/revenue-and-customs-prosecutions-office,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Western Health and Social Services Board,,,,government-organisation:OT866,,,,,,https://www.gov.uk/government/organisations/western-health-and-social-services-board,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Eastern Health and Social Services Board,,,,government-organisation:OT865,,,,,,https://www.gov.uk/government/organisations/eastern-health-and-social-services-board,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Southern Health and Social Services Board,,,,government-organisation:OT864,,,,,,https://www.gov.uk/government/organisations/southern-health-and-social-services-board,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Northern Health and Social Services Board,,,,government-organisation:OT863,,,,,,https://www.gov.uk/government/organisations/northern-health-and-social-services-board,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Loughs Agency,,,,government-organisation:OT862,,,,,,https://www.gov.uk/government/organisations/loughs-agency,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Ashington Education Action Zone,,,,government-organisation:OT861,,,,,,https://www.gov.uk/government/organisations/ashington-education-action-zone,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-07-09,2017-04-25,,,,National Patient Safety Agency,,,,government-organisation:EA860,,,,,,https://www.gov.uk/government/organisations/national-patient-safety-agency,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2007-01-01,2017-04-25,,,,State Veterinary Service,,,,government-organisation:OT859,,,,,,https://www.gov.uk/government/organisations/state-veterinary-service,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Western Education and Library Board,,,,government-organisation:OT858,,,,,,https://www.gov.uk/government/organisations/western-education-and-library-board,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,South Eastern Education and Library Board,,,,government-organisation:OT857,,,,,,https://www.gov.uk/government/organisations/south-eastern-education-and-library-board,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Northern Ireland Practice and Education Council,,,,government-organisation:OT856,,,,,,https://www.gov.uk/government/organisations/northern-ireland-practice-and-education-council,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2017-04-25,,,,Department for Employment and Learning,,,,government-organisation:D854,,,,,,https://www.gov.uk/government/organisations/department-for-employment-and-learning,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2006-11-30,2017-04-25,,,,New Opportunities Fund,,,,government-organisation:OT852,,,,,,https://www.gov.uk/government/organisations/new-opportunities-fund,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2008-04-01,2017-04-25,,,,Milk Development Council,,,,government-organisation:OT851,,,,,,https://www.gov.uk/government/organisations/milk-development-council,,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-03-31,2017-04-25,,,,UK Film Council,,,,government-organisation:OT850,,,,,,https://www.gov.uk/government/organisations/uk-film-council,,
