resource,addressbase-custodian,billing-authority,census-area,combined-authority,end-date,entry-date,esd-inventory,local-authority-type,local-resilience-forum,name,official-name,opendatacommunities-area,opendatacommunities-organisation,organisation,region,shielding-hub,start-date,statistical-geography,twitter,website,wikidata,wikipedia
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Windsor and Maidenhead,Royal Borough of Windsor and Maidenhead,,,local-authority-eng:WNM,,,1905-06-20,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Wolverhampton,City of Wolverhampton Council,,,local-authority-eng:WLV,,,1974-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Walsall,Walsall Metropolitan Borough Council,,,local-authority-eng:WLL,,,1974-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Wakefield,Wakefield Metropolitan District Council,,,local-authority-eng:WKF,,,1974-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Wiltshire,Wiltshire Council,,,local-authority-eng:WIL,,,2009-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Wigan,Wigan Metropolitan Borough Council,,,local-authority-eng:WGN,,,1974-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,West Berkshire,West Berkshire Council,,,local-authority-eng:WBK,,,1905-06-20,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Trafford,Trafford Metropolitan Borough Council,,,local-authority-eng:TRF,,,1974-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Torbay,Torbay Council,,,local-authority-eng:TOB,,,1905-06-20,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Thurrock,Thurrock Council,,,local-authority-eng:THR,,,1905-06-20,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Telford and Wrekin,Telford & Wrekin Council,,,local-authority-eng:TFW,,,1905-06-20,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Tameside,Tameside Metropolitan Borough Council,,,local-authority-eng:TAM,,,1974-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Swindon,Swindon Borough Council,,,local-authority-eng:SWD,,,1905-06-20,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,South Tyneside,South Tyneside Council,,,local-authority-eng:STY,,,1974-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Stockton-on-Tees,Stockton-on-Tees Borough Council,,,local-authority-eng:STT,,,1905-06-18,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Southampton,Southampton City Council,,,local-authority-eng:STH,,,1905-06-19,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Stoke-on-Trent,Stoke-on-Trent City Council,,,local-authority-eng:STE,,,1905-06-20,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Southend-on-Sea,Southend-on-Sea Borough Council,,,local-authority-eng:SOS,,,1905-06-20,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Solihull,Solihull Metropolitan Borough Council,,,local-authority-eng:SOL,,,1905-05-27,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Sunderland,Sunderland City Council,,,local-authority-eng:SND,,,1905-05-27,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Slough,Slough Borough Council,,,local-authority-eng:SLG,,,1998-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Salford,Salford City Council,,,local-authority-eng:SLF,,,1905-05-27,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Stockport,Stockport Metropolitan Borough Council,,,local-authority-eng:SKP,,,1905-05-27,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Shropshire,Shropshire Council,,,local-authority-eng:SHR,,,2009-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,St. Helens,St Helens Council,,,local-authority-eng:SHN,,,1905-06-08,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Sheffield,Sheffield City Council,,,local-authority-eng:SHF,,,1905-06-08,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,South Gloucestershire,South Gloucestershire Council,,,local-authority-eng:SGC,,,1905-06-18,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Sefton,Sefton Metropolitan Borough Council,,,local-authority-eng:SFT,,,1905-06-08,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Sandwell,Sandwell Metropolitan Borough Council,,,local-authority-eng:SAW,,,1905-06-07,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Rutland,Rutland County Council,,,local-authority-eng:RUT,,,1997-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Rotherham,Rotherham Metropolitan Borough Council,,,local-authority-eng:ROT,,,1905-05-27,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Reading,Reading Borough Council,,,local-authority-eng:RDG,,,1905-05-27,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Rochdale,Rochdale Metropolitan Borough Council,,,local-authority-eng:RCH,,,1905-05-27,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Redcar and Cleveland,Redcar and Cleveland Borough Council,,,local-authority-eng:RCC,,,1996-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Peterborough,Peterborough City Council,,,local-authority-eng:PTE,,,1905-06-20,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Portsmouth,Portsmouth City Council,,,local-authority-eng:POR,,,1905-06-20,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Plymouth,Plymouth City Council,,,local-authority-eng:PLY,,,1998-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Oldham,Oldham Metropolitan Borough Council,,,local-authority-eng:OLD,,,1905-06-07,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,North Tyneside,North Tyneside Council,,,local-authority-eng:NTY,,,1974-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,North Somerset,North Somerset Council,,,local-authority-eng:NSM,,,1996-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,North Lincolnshire,North Lincolnshire Council,,,local-authority-eng:NLN,,,1996-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Nottingham,Nottingham City Council,,,local-authority-eng:NGM,,,1905-06-20,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Newcastle upon Tyne,Newcastle City Council,,,local-authority-eng:NET,,,1974-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,North East Lincolnshire,North East Lincolnshire Council,,,local-authority-eng:NEL,,,1996-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Northumberland,Northumberland County Council,,,local-authority-eng:NBL,,,2009-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Milton Keynes,Milton Keynes Council,,,local-authority-eng:MIK,,,1905-06-19,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Medway,Medway Council,,,local-authority-eng:MDW,,,1998-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Middlesbrough,Middlesbrough Borough Council,,,local-authority-eng:MDB,,,1905-06-18,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Manchester,Manchester City Council,,,local-authority-eng:MAN,,,1974-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Luton,Luton Borough Council,,,local-authority-eng:LUT,,,1905-06-19,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Liverpool,Liverpool City Council,,,local-authority-eng:LIV,,,1905-06-08,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Leeds,Leeds City Council,,,local-authority-eng:LDS,,,1905-06-08,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Leicester,Leicester City Council,,,local-authority-eng:LCE,,,1905-06-19,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Knowsley,Knowsley Metropolitan Borough Council,,,local-authority-eng:KWL,,,1974-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Kirklees,Kirklees Council,,,local-authority-eng:KIR,,,1974-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Kingston upon Hull,Hull City Council,,,local-authority-eng:KHL,,,1996-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Isle of Wight,Isle of Wight Council,,,local-authority-eng:IOW,,,1905-06-17,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Isles of Scilly,Council of the Isles of Scilly,,,local-authority-eng:IOS,,,1974-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Hartlepool,Hartlepool Borough Council,,,local-authority-eng:HPL,,,1905-06-18,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Herefordshire,Herefordshire Council,,,local-authority-eng:HEF,,,1998-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Halton,Halton Borough Council,,,local-authority-eng:HAL,,,1998-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Gateshead,Gateshead Metropolitan Borough Council,,,local-authority-eng:GAT,,,1974-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,East Riding of Yorkshire,East Riding of Yorkshire Council,,,local-authority-eng:ERY,,,1996-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,County Durham,Durham County Council,,,local-authority-eng:DUR,,,2009-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Dudley,Dudley Metropolitan Borough Council,,,local-authority-eng:DUD,,,1974-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Doncaster,Doncaster Metropolitan Borough Council,,,local-authority-eng:DNC,,,1974-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Darlington,Darlington Borough Council,,,local-authority-eng:DAL,,,1997-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Coventry,Coventry City Council,,,local-authority-eng:COV,,,1974-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Cornwall,Cornwall Council,,,local-authority-eng:CON,,,2009-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Calderdale,Calderdale Metropolitan Borough Council,,,local-authority-eng:CLD,,,1974-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Cheshire West and Chester,Cheshire West and Chester Council,,,local-authority-eng:CHW,,,2009-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Cheshire East,Cheshire East Council,,,local-authority-eng:CHE,,,2009-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Central Bedfordshire,Central Bedfordshire Council,,,local-authority-eng:CBF,,,2009-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Bury,Bury Metropolitan Borough Council,,,local-authority-eng:BUR,,,1974-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,City of Bristol,Bristol City Council,,,local-authority-eng:BST,,,1905-06-18,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Bradford,City of Bradford Metropolitan District Council,,,local-authority-eng:BRD,,,1974-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Bracknell Forest,Bracknell Forest Council,,,local-authority-eng:BRC,,,1998-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Blackpool,Blackpool Borough Council,,,local-authority-eng:BPL,,,1905-06-20,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Bolton,Bolton Metropolitan Borough Council,,,local-authority-eng:BOL,,,1974-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,MD,,Barnsley,Barnsley Metropolitan Borough Council,,,local-authority-eng:BNS,,,1974-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Brighton and Hove,Brighton and Hove City Council,,,local-authority-eng:BNH,,,1905-06-19,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Bedford,Bedford Borough Council,,,local-authority-eng:BDF,,,2009-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Blackburn with Darwen,Blackburn with Darwen Borough Council,,,local-authority-eng:BBD,,,1998-04-01,,,,,
a878c850cb37f513c60560fcb3865952e936f7d8429330e6674652b2fcfb1566,,,,,,2016-10-21,,UA,,Bath and North East Somerset,Bath and North East Somerset Council,,,local-authority-eng:BAS,,,1996-04-01,,,,,
