company,end-date,entity,name,notes,parliament-thesaurus,prefix,reference,start-date,statistical-geography,twitter,website,wikidata,wikipedia
OC359627,,406,GeoPlace,,,public-authority,Q5533909,,,GeoPlaceLLP,https://www.geoplace.co.uk/,Q5533909,GeoPlace
